Labels;Repo;Csoc_predictions
Computer Vision,General;https://github.com/Vious/LBAM_Pytorch;parallel algorithms,computer hardware,parallel computing,computer programming,graphics processing unit,program processors,distributed systems,parallel architectures,computer programming languages,distributed computer systems,microprocessor chips,computer science,computer systems,parallel programming,parallel processing systems
Computer Vision,General;https://github.com/fdasilva59/Pix2Pix-Kubeflow-Demo;mobile computing,energy utilization,image quality,computing paradigm,virtualizations,wireless telecommunication systems,hand held computers,program processors,computing environments,image compression,communication,wireless sensor networks,computer networks,digital image storage,user interfaces,software quality,software architecture patterns,computer hardware,cloud computing,superresolution,image enhancement,telecommunication systems,software engineering,world wide web,distributed computer systems,cluster computing,optical resolving power,clustering algorithms,human computer interaction,software architecture,distributed systems,bandwidth,software as a service,software design,image segmentation,database systems,sensors,software project,signal processing,data fusion,quality of service,image reconstruction,pattern recognition,security of data,operating systems,verification and validation,computer security,software development,communication channels,machine learning,cluster head,routing algorithms,grid computing,parallel architectures,image retrieval,optical character recognition,imaging systems,image fusion,routers,embedded systems,data mining,information retrieval,electricity,computer systems,mobile devices,sensor data fusion,correlation analysis,image matching,edge detection,commerce,servers,distributed database systems,cloud providers,mathematics,virtual machines,parallel processing systems,computer imaging and vision,telecommunication networks,optical fibers,object recognition,engineering,query languages,fused images,sociology,data communication systems,statistical methods,de-noising,wavelet transforms,internet,computing resource,image coding,spurious signal noise,microprocessor chips,image denoising,computer science,telecommunication traffic,signal to noise ratio,sensor nodes,character recognition,wireless communications,image analysis,sensor networks,economics,color image processing,communication systems,image processing
General;https://github.com/abcp4/MyDarts;software engineering,computer programming languages,distributed computer systems,software architecture,program processors,distributed systems,microprocessor chips,software design,computer science,computer systems,random access storage,artificial intelligence,verification and validation,software quality,parallel programming,parallel processing systems,neural networks,parallel algorithms,computer hardware,machine learning,computer programming,graphics processing unit,parallel architectures,cuda
Reinforcement Learning,General;https://github.com/hill-a/stable-baselines;telecommunication systems,network protocols,object oriented programming,multiagent system,software engineering,source codes,computer programming languages,distributed computer systems,wireless telecommunication systems,software systems,internet,computer systems programming,data privacy,program processors,distributed systems,microprocessor chips,software design,computer science,computer systems,computer networks,artificial intelligence,medium access control,privacy,communication systems,parallel programming,parallel processing systems,computer security,parallel algorithms,computer hardware,reinforcement learning,machine learning,computer programming,parallel architectures,computer software maintenance,electronic mail
Natural Language Processing,General;https://github.com/lukexyz/Language-Models;text processing,visualization,information theory,linguistics,speech communication,distributed computer systems,sales,data mining,human computer interaction,information retrieval,program processors,distributed systems,machine translations,microprocessor chips,computer science,computer systems,communication,database systems,artificial intelligence,theoretical computer science,economics,parallel processing systems,natural languages,neural networks,computer hardware,formal languages and automata theory,machine learning,semantics,inference engines,computational linguistics,speech transmission,support vector machine,automata theory,translation (languages)
Computer Vision,General;https://github.com/jolibrain/caffe;signal reconstruction,embedded systems,approximation algorithms,engineering,approximation theory,software engineering,distributed computer systems,software architecture,program processors,distributed systems,flash memory,microprocessor chips,software design,computer science,computer systems,signal detection,signal processing,theoretical computer science,artificial intelligence,image analysis,pattern recognition,classification methods,mathematics,computer imaging and vision,parallel processing systems,image processing,computer hardware,machine learning,digital storage,object recognition,graph theory
Computer Vision,General;https://github.com/sidneykingsley/fyp;software development,education,software architecture,internet,software project,artificial intelligence,software engineering,world wide web,intelligent systems,software design,computer science,intelligent control,computer systems
Audio,Computer Vision,Natural Language Processing,Sequential,General;https://github.com/huggingface/transformers;text processing,education,information theory,linguistics,knowledge based systems,information systems,image quality,information analysis,data mining,human computer interaction,information retrieval,image coding,computer science,communication,image compression,database systems,computer systems,knowledge representation,digital image storage,artificial intelligence,theoretical computer science,image analysis,image reconstruction,pattern recognition,question answering,computer imaging and vision,neural networks,image processing,formal languages and automata theory,machine learning,computational linguistics,object recognition,automata theory,virtual reality,translation (languages),imaging systems
Natural Language Processing,General;https://github.com/insigh/THUMT;linguistics,information theory,communication,semantics,artificial intelligence,formal languages and automata theory,software engineering,theoretical computer science,computational linguistics,automata theory,mathematics,computer science,translation (languages),database systems,computer systems
Natural Language Processing,General;https://github.com/af-ai-center/bert;scalable video coding,linguistics,software engineering,distributed computer systems,visual communication,video streaming,software architecture,internet,program processors,distributed systems,image coding,microprocessor chips,software design,computer science,computer systems,artificial intelligence,computer imaging and vision,parallel processing systems,computer hardware,image processing,semantics,multimedia systems
Natural Language Processing,General;https://github.com/enhuiz/transformer-pytorch;information theory,linguistics,speech communication,statistical methods,computer science,communication,computer systems,database systems,computer aided language translation,statistical machine translation,correlation analysis,artificial intelligence,theoretical computer science,mathematics,natural language processing,natural languages,formal languages and automata theory,semantics,computational linguistics,speech transmission,automata theory,translation (languages)
Computer Vision,General;https://github.com/rwightman/efficientnet-jax;routers,query languages,telecommunication systems,mobile computing,software engineering,bayesian methods,computer programming languages,distributed computer systems,computing paradigm,data communication systems,virtualizations,wireless telecommunication systems,human computer interaction,routing protocols,computing resource,program processors,distributed systems,bandwidth,software as a service,computing environments,microprocessor chips,software design,computer science,communication,computer systems,probability,database systems,mobile devices,computer networks,telecommunication traffic,multi path routing,parallel computing,artificial intelligence,economics,commerce,mathematics,distributed database systems,cloud providers,verification and validation,software quality,communication systems,parallel programming,parallel processing systems,virtual machines,parallel algorithms,telecommunication networks,computer hardware,computer programming,graphics processing unit,routing algorithms,inference engines,grid computing,parallel architectures,cloud computing,human engineering,probability distributions
Natural Language Processing,General;https://github.com/StillKeepTry/Transformer-PyTorch;information theory,linguistics,speech communication,world wide web,computer programming languages,distributed computer systems,data communication systems,fault tolerant computer systems,computer system recovery,internet,program processors,distributed systems,machine translations,microprocessor chips,computer science,communication,computer systems,database systems,computer networks,artificial intelligence,theoretical computer science,social networks,operating systems,parallel programming,natural language processing,parallel processing systems,neural networks,natural languages,parallel algorithms,computer hardware,formal languages and automata theory,machine learning,computer programming,semantics,graphics processing unit,parallel architectures,speech transmission,computational linguistics,automata theory,translation (languages),cuda
Computer Vision,General;https://github.com/nahliabdelwahed/Face-Image-Deblurring;image enhancement,engineering,distributed computer systems,computer crime,face recognition,program processors,distributed systems,microprocessor chips,computer science,computer systems,evolutionary algorithms,signal detection,sensors,signal to noise ratio,gyroscopes,signal processing,genetic algorithms,artificial intelligence,image analysis,image reconstruction,pattern recognition,security of data,classifiers,computer imaging and vision,accelerometers,parallel processing systems,computer security,image processing,computer hardware,intrusion detection,machine learning,adaptive boosting,image restoration
Computer Vision,General;https://github.com/d-li14/mobilenetv3.pytorch;embedded systems,engineering,object oriented programming,software engineering,field programmable gate array,software architecture,software design,proposed architectures,computer systems,computer science,computer networks,sensors,signal processing,synthetic aperture radar,image analysis,image reconstruction,radar,verification and validation,software quality,computer imaging and vision,network architecture,computer hardware,image processing,computer programming,geology,geodetic satellites,imaging systems
Computer Vision,Graphs,Natural Language Processing,Reinforcement Learning,General;https://github.com/google-research/google-research;text processing,information retrieval systems,data mining,linguistics,information retrieval,semantics,artificial intelligence,computer aided design,computational linguistics,text mining,computer science,recommender systems,database systems,natural language processing,computer systems,natural languages
Computer Vision,General;https://github.com/CarpdiemLiang/style_transfer;image enhancement,engineering,telecommunication systems,distributed computer systems,data communication systems,fault tolerant computer systems,wireless telecommunication systems,computer system recovery,information retrieval,computer science,computer systems,image segmentation,database systems,signal detection,computer networks,signal to noise ratio,signal processing,artificial intelligence,image analysis,image reconstruction,pattern recognition,operating systems,communication systems,computer imaging and vision,neural networks,communication channels,image processing,machine learning,inference engines,object recognition,image retrieval,imaging systems
Computer Vision,General;https://github.com/Brainkite/Sketch_Augmented;world wide web,data compression,image quality,digital holography,information retrieval,internet,content based retrieval,image coding,compression ratio (machinery),computer science,computer systems,database systems,digital image storage,image matching,character recognition,holographic interferometry,image analysis,image reconstruction,pattern recognition,optical data processing,color image processing,computer imaging and vision,image processing,machine learning,multimedia systems,object recognition,image retrieval,optical character recognition,imaging systems,compression algorithms
Natural Language Processing,General;https://github.com/brightmart/bert_customized;education,storage allocation (computer),scalable video coding,linguistics,computational efficiency,telecommunication systems,software engineering,computer programming languages,distributed computer systems,data communication systems,fault tolerant computer systems,visual communication,video streaming,computer system recovery,software architecture,information retrieval,cache memory,internet,program processors,distributed systems,bandwidth,image coding,microprocessor chips,software design,computer science,computer systems,database systems,telecommunication traffic,computer networks,sensors,random access storage,character recognition,artificial intelligence,theoretical computer science,pattern recognition,operating systems,commerce,mathematics,buffer storage,economics,parallel programming,parallel processing systems,computer imaging and vision,telecommunication networks,parallel algorithms,computer hardware,image processing,machine learning,semantics,computer programming,graphics processing unit,inference engines,computational linguistics,digital storage,multimedia systems,parallel architectures,cloud computing,cuda
Computer Vision,General;https://github.com/BIYTC/mobilenet_maskrcnn;engineering,multiple attribute decision making,bayesian methods,computer programming languages,distributed computer systems,computer crime,illustrative examples,matrix algebra,program processors,distributed systems,microprocessor chips,computer science,computer systems,probability,signal detection,linear matrix inequalities,signal processing,random access storage,artificial intelligence,security of data,mathematics,parallel programming,parallel processing systems,computer security,neural networks,parallel algorithms,computer hardware,intrusion detection,machine learning,computer programming,graphics processing unit,game theory,attribute weight,inference engines,parallel architectures,probability distributions
Natural Language Processing,General;https://github.com/Zehui127/SQUAD_BERT;education,storage allocation (computer),scalable video coding,linguistics,computational efficiency,telecommunication systems,software engineering,computer programming languages,distributed computer systems,data communication systems,fault tolerant computer systems,visual communication,video streaming,computer system recovery,software architecture,information retrieval,cache memory,internet,program processors,distributed systems,bandwidth,image coding,microprocessor chips,software design,computer science,computer systems,database systems,telecommunication traffic,computer networks,sensors,random access storage,character recognition,artificial intelligence,theoretical computer science,pattern recognition,operating systems,commerce,mathematics,buffer storage,economics,parallel programming,parallel processing systems,computer imaging and vision,telecommunication networks,parallel algorithms,computer hardware,image processing,machine learning,semantics,computer programming,graphics processing unit,inference engines,computational linguistics,digital storage,multimedia systems,parallel architectures,cloud computing,cuda
Computer Vision,General;https://github.com/marload/ConvNets-TensorFlow2;embedded systems,telecommunication systems,object oriented programming,software engineering,field programmable gate array,wireless telecommunication systems,software architecture,bandwidth,software design,computer science,computer systems,fiber optic networks,local area networks,proposed architectures,sensors,artificial intelligence,communication systems,network architecture,neural networks,computer hardware,machine learning,computer programming
Computer Vision,General;https://github.com/catalyst-team/gan;software development,formal logic,human computer interaction,software architecture,software project,computer programming,artificial intelligence,software engineering,source codes,software design,computer science,open source software,software,formal methods
Audio,General;https://github.com/adrienchaton/BERGAN;music genre classification,engineering,music information retrieval,distributed computer systems,factorization,gaussian distribution,gaussian noise (electronic),information retrieval,matrix algebra,program processors,distributed systems,microprocessor chips,computer science,recommender systems,computer systems,signal to noise ratio,matrix factorizations,signal processing,correlation analysis,artificial intelligence,image analysis,image reconstruction,classification methods,mathematics,computer imaging and vision,parallel processing systems,image processing,computer hardware,inference engines
Natural Language Processing,General;https://github.com/s9891326/Fine-Tuning-BERT;distributed computer systems,through silicon vias,program processors,distributed systems,computer aided design,microprocessor chips,computer science,computer systems,image resolution,random access storage,electronics packaging,artificial intelligence,image analysis,image reconstruction,integrated circuit layout,computer imaging and vision,parallel processing systems,computer hardware,integrated circuits,image processing,vlsi circuits,inference engines
Reinforcement Learning,General;https://github.com/roop-pal/Meta-Learning-for-StarCraft-II-Minigames;multiagent system,computer programming languages,distributed computer systems,human computer interaction,matrix algebra,program processors,distributed systems,microprocessor chips,computer science,computer systems,gpu,state space methods,artificial intelligence,mathematics,parallel programming,parallel processing systems,neural networks,parallel algorithms,computer hardware,reinforcement learning,machine learning,computer programming,graphics processing unit,parallel architectures,cuda
Computer Vision,General;https://github.com/implus/PytorchInsight;computer programming languages,distributed computer systems,program processors,distributed systems,microprocessor chips,computer science,computer systems,artificial intelligence,image analysis,image reconstruction,parallel programming,parallel processing systems,computer imaging and vision,parallel algorithms,image processing,computer hardware,machine learning,computer programming,graphics processing unit,parallel architectures,imaging systems,cuda
Natural Language Processing,General;https://github.com/AssafSinger94/sigmorphon-2020-inflection;network management,telecommunication systems,information management,distributed computer systems,virtualizations,virtual networks,internet,distributed systems,computer science,computer systems,database systems,computer networks,peer-to-peer,high level languages,virtual machines,parallel processing systems,network architecture,telecommunication networks,network virtualization,scripting languages,information technology,computer programming,resource discovery,grid computing,cloud computing
Computer Vision,General;https://github.com/sarus-tech/tf2-published-models;education,visualization,engineering,image quality,human computer interaction,information retrieval,image coding,image compression,recommender systems,computer science,signal processing,image analysis,image reconstruction,privacy,computer imaging and vision,personal information,computer security,image processing,quantization
Computer Vision,General;https://github.com/AD2605/Action-Recognition;education,visualization,computer vision,human computer interaction,gesture recognition,image processing,internet,machine learning,artificial intelligence,motion estimation,multimedia systems,image coding,pattern recognition,computer science,computer imaging and vision,video streaming
Computer Vision,General;https://github.com/ikigai-aa/Face-Mask-Detector-using-MobileNetV2;education,human computer interaction,face recognition,image processing,machine learning,artificial intelligence,image analysis,image reconstruction,pattern recognition,classification methods,computer science,computer systems,imaging systems,computer imaging and vision
Natural Language Processing,Sequential,Audio,General;https://github.com/pytorch/fairseq;visualization,structural health monitoring,engineering,information theory,linguistics,mobile computing,telecommunication systems,telephone systems,speech communication,world wide web,image quality,distributed computer systems,data communication systems,damage detection,video streaming,cryptography,statistical methods,wireless telecommunication systems,markov processes,hidden markov models,telephone,telecommunication equipment,human computer interaction,internet,program processors,distributed systems,image coding,microprocessor chips,image compression,communication,computer science,structures (built objects),computer aided language translation,mobile devices,database systems,sensors,computer systems,computer networks,mobile phones,signal processing,data visualization,correlation analysis,random access storage,artificial intelligence,theoretical computer science,image analysis,security of data,social networks,economics,commerce,mathematics,communication systems,computer imaging and vision,natural language processing,parallel processing systems,computer security,neural networks,natural languages,telecommunication networks,image processing,computer hardware,cryptology,formal languages and automata theory,machine learning,hidden markov model (hmm),semantics,stream ciphers,multimedia systems,parallel architectures,social media,computational linguistics,speech transmission,automata theory,translation (languages),telephone sets,binary sequences
Computer Vision,General;https://github.com/RuiLiFeng/LAE;embedded systems,storage allocation (computer),telecommunication systems,computer programming languages,distributed computer systems,data communication systems,factorization,information retrieval,cache memory,dynamic random access storage,matrix algebra,program processors,distributed systems,bandwidth,microprocessor chips,computer science,recommender systems,computer systems,telecommunication traffic,computer networks,matrix factorizations,correlation analysis,parallel computing,image analysis,operating systems,buffer storage,mathematics,parallel programming,parallel processing systems,computer imaging and vision,parallel algorithms,telecommunication networks,image processing,computer hardware,computer programming,graphics processing unit,parallel architectures
Sequential,General;https://github.com/jindongwang/transferlearning;structural health monitoring,engineering,information theory,linguistics,knowledge based systems,world wide web,computer programming languages,ubiquitous computing,damage detection,operational semantics,data mining,human computer interaction,internet,computer science,computer systems,communication,structures (built objects),database systems,sensors,knowledge representation,denotational semantics,knowledge management,artificial intelligence,user interfaces,theoretical computer science,pattern recognition,natural language processing,computer hardware,formal languages and automata theory,machine learning,computer programming,computational linguistics,topology,automata theory,translation (languages)
Natural Language Processing,General;https://github.com/ays-dev/keras-transformer;information theory,linguistics,speech communication,statistical methods,computer science,communication,computer systems,database systems,computer aided language translation,correlation analysis,artificial intelligence,theoretical computer science,mathematics,natural language processing,natural languages,formal languages and automata theory,semantics,computational linguistics,speech transmission,automata theory,translation (languages)
Computer Vision,General;https://github.com/facebookresearch/video-nonlocal-net;world wide web,computer programming languages,distributed computer systems,video streaming,internet,program processors,distributed systems,image coding,microprocessor chips,computer science,computer systems,image analysis,image reconstruction,social networks,parallel programming,parallel processing systems,computer imaging and vision,parallel algorithms,image processing,computer hardware,computer programming,graphics processing unit,multimedia systems,parallel architectures,cuda
Computer Vision,General;https://github.com/sivaole/Face_Detection;image processing,face recognition,machine learning,artificial intelligence,image analysis,object recognition,pattern recognition,computer science,image segmentation,computer imaging and vision
Computer Vision,General;https://github.com/Rohed/ml-1;image processing,machine learning,artificial intelligence,program processors,distributed systems,object recognition,pattern recognition,image analysis,distributed computer systems,microprocessor chips,computer science,computer systems,image segmentation,computer imaging and vision,parallel processing systems
