Labels;Repo;Predictions;Probabilities
Computer Vision,General;https://github.com/nolanliou/PeopleSegmentationDemo;signal processing,field programmable gate array,image analysis,smart phones,high level languages,image compression,image processing,digital signal processors,semantic gap,object oriented programming,object recognition,program processors,computer programming languages;0.0,0.0,0.0,0.0,0.0
Computer Vision,General;https://github.com/wangbinglin1995/tianchi;numerical model,scripting languages;0.0,0.0,0.0,0.0,0.0
Natural Language Processing,General;https://github.com/nachiketaa/bert;mathematics,semantics,computational efficiency,scalable video coding,cloud computing,commerce,inference engines,buffer storage,education,character recognition,computer systems,random access storage,computer system recovery,computational linguistics,operating systems,sensors,information retrieval,cuda,artificial intelligence,linguistics,cache memory,machine learning,digital storage,software architecture,program processors,storage allocation (computer);0.0,0.0,0.0,0.0,0.0
Computer Vision,General;https://github.com/sdoria/SimpleSelfAttention;image analysis,imaging systems,parameterization,image quality,object recognition,regularization,optical character recognition,inverse problems,image matching,graphics processing unit,parallel programming,software architecture patterns,support vector machine,color image processing,digital image storage,pattern recognition,image processing,image retrieval,parallel computing,program processors,software architecture;0.0,0.0,0.0,0.0,0.0
Computer Vision,General;https://github.com/Vious/LBAM_Pytorch;program processors,parallel computing,parallel programming,graphics processing unit;0.0,0.0,0.0,0.0,0.0
Computer Vision,General;https://github.com/fdasilva59/Pix2Pix-Kubeflow-Demo;mathematics,computer science,image analysis,cluster head,imaging systems,quality of service,fused images,edge detection,mobile devices,commerce,wireless sensor networks,image quality,communication,correlation analysis,verification and validation,object recognition,superresolution,operating systems,cloud providers,optical character recognition,image denoising,engineering,servers,computing paradigm,image matching,software architecture patterns,sociology,color image processing,cluster computing,optical fibers,pattern recognition,hand held computers,software development,computing resource,image processing,software as a service,digital image storage,de-noising,image retrieval,software architecture,program processors,distributed database systems,sensor networks,computing environments;0.0,0.0,0.0,0.0,0.0
General;https://github.com/abcp4/MyDarts;random access storage,verification and validation,neural networks,software architecture,program processors,cuda;0.0,0.0,0.0,0.0,0.0
Reinforcement Learning,General;https://github.com/hill-a/stable-baselines;source codes,software systems,data privacy,medium access control,computer science,computer systems programming,electronic mail,wireless telecommunication systems,multiagent system,computer programming languages,reinforcement learning,computer software maintenance,parallel programming;0.0,0.0,0.0,0.0,1.0
Natural Language Processing,General;https://github.com/lukexyz/Language-Models;natural languages,inference engines,visualization,sales,data mining,speech transmission,machine learning,computational linguistics,neural networks,program processors,text processing,machine translations,support vector machine,artificial intelligence;0.0,0.0,0.0,0.0,0.0
Computer Vision,General;https://github.com/jolibrain/caffe;approximation algorithms,image analysis,flash memory,signal reconstruction,classification methods,image processing,digital storage,signal detection,object recognition,software engineering,program processors,software architecture;0.0,0.0,0.0,0.0,0.0
Computer Vision,General;https://github.com/sidneykingsley/fyp;intelligent control,intelligent systems,world wide web,education,software development,software architecture;0.0,0.0,0.0,0.0,0.0
General,Sequential,Computer Vision,Natural Language Processing,Audio;https://github.com/huggingface/transformers;computer imaging and vision,image analysis,imaging systems,education,knowledge representation,computational linguistics,object recognition,text processing,data mining,information retrieval,information analysis,artificial intelligence,linguistics,translation (languages),virtual reality,digital image storage,question answering,pattern recognition,information theory,image processing,neural networks;0.0,0.0,0.0,0.0,0.0
Natural Language Processing,General;https://github.com/insigh/THUMT;linguistics,mathematics,semantics,translation (languages),information theory,software engineering,artificial intelligence;0.0,0.0,0.0,0.0,0.0
Natural Language Processing,General;https://github.com/af-ai-center/bert;linguistics,semantics,program processors,software architecture,scalable video coding,artificial intelligence;0.0,0.0,0.0,0.0,0.0
Natural Language Processing,General;https://github.com/enhuiz/transformer-pytorch;translation (languages),information theory,computer aided language translation,statistical machine translation,natural language processing,computational linguistics,speech communication;0.0,0.0,0.0,1.0,0.0
Computer Vision,General;https://github.com/rwightman/efficientnet-jax;mathematics,multi path routing,mobile devices,commerce,inference engines,human engineering,communication,verification and validation,cloud providers,bayesian methods,computing paradigm,probability distributions,graphics processing unit,parallel programming,software as a service,computing resource,distributed database systems,parallel computing,program processors,computing environments;0.0,0.0,0.0,0.0,0.0
Natural Language Processing,General;https://github.com/StillKeepTry/Transformer-PyTorch;social networks,speech transmission,computer system recovery,neural networks,program processors,cuda,machine translations;0.0,0.0,0.0,0.0,0.0
Computer Vision,General;https://github.com/nahliabdelwahed/Face-Image-Deblurring;gyroscopes,signal to noise ratio,intrusion detection,face recognition,image restoration,evolutionary algorithms,signal detection,program processors,adaptive boosting;0.0,0.0,0.0,0.0,0.0
Computer Vision,General;https://github.com/d-li14/mobilenetv3.pytorch;sensors,geodetic satellites,embedded systems,verification and validation,software engineering,software architecture,object oriented programming,network architecture,proposed architectures;0.0,0.0,0.0,0.0,0.0
General,Computer Vision,Reinforcement Learning,Natural Language Processing,Graphs;https://github.com/google-research/google-research;information retrieval systems,computer aided design,recommender systems,text mining;0.0,0.0,0.0,0.0,0.0
Computer Vision,General;https://github.com/CarpdiemLiang/style_transfer;inference engines,signal to noise ratio,imaging systems,signal detection,image retrieval,object recognition,neural networks,computer system recovery,communication channels;0.0,0.0,0.0,0.0,0.0
Computer Vision,General;https://github.com/Brainkite/Sketch_Augmented;computer science,image analysis,image reconstruction,imaging systems,digital holography,image quality,object recognition,world wide web,optical character recognition,content based retrieval,compression algorithms,image matching,image coding,color image processing,digital image storage,pattern recognition,compression ratio (machinery),image processing,machine learning,image retrieval;0.0,0.0,0.0,0.0,0.0
Natural Language Processing,General;https://github.com/brightmart/bert_customized;mathematics,semantics,computational efficiency,scalable video coding,cloud computing,commerce,inference engines,buffer storage,education,character recognition,computer systems,random access storage,computer system recovery,computational linguistics,operating systems,sensors,information retrieval,cuda,artificial intelligence,linguistics,cache memory,machine learning,digital storage,software architecture,program processors,storage allocation (computer);0.0,0.0,0.0,0.0,0.0
Computer Vision,General;https://github.com/BIYTC/mobilenet_maskrcnn;inference engines,bayesian methods,attribute weight,intrusion detection,game theory,graphics processing unit,random access storage,signal detection,neural networks,program processors,probability distributions,parallel programming;0.0,0.0,0.0,0.0,0.0
Natural Language Processing,General;https://github.com/Zehui127/SQUAD_BERT;mathematics,semantics,computational efficiency,scalable video coding,cloud computing,commerce,inference engines,buffer storage,education,character recognition,computer systems,random access storage,computer system recovery,computational linguistics,operating systems,sensors,information retrieval,cuda,artificial intelligence,linguistics,cache memory,machine learning,digital storage,software architecture,program processors,storage allocation (computer);0.0,0.0,0.0,0.0,0.0
Computer Vision,General;https://github.com/marload/ConvNets-TensorFlow2;local area networks,sensors,computer science,fiber optic networks,embedded systems,bandwidth,software architecture,neural networks,software engineering,object oriented programming,network architecture,proposed architectures;0.0,0.0,0.0,0.0,0.0
Computer Vision,General;https://github.com/catalyst-team/gan;source codes,computer programming,software development,human computer interaction,formal methods,open source software;0.0,0.0,0.0,0.0,0.0
Audio,General;https://github.com/adrienchaton/BERGAN;inference engines,gaussian distribution,music genre classification,signal processing,matrix factorizations,image reconstruction,correlation analysis,program processors;0.0,0.0,0.0,0.0,0.0
Natural Language Processing,General;https://github.com/s9891326/Fine-Tuning-BERT;inference engines,image resolution,random access storage,through silicon vias,program processors;0.0,0.0,0.0,0.0,0.0
Reinforcement Learning,General;https://github.com/roop-pal/Meta-Learning-for-StarCraft-II-Minigames;multiagent system,gpu,human computer interaction,cuda,neural networks,program processors,reinforcement learning,state space methods;0.0,0.0,0.0,0.0,1.0
Computer Vision,General;https://github.com/implus/PytorchInsight;computer imaging and vision,image reconstruction,imaging systems,machine learning,program processors,cuda;0.0,0.0,0.0,0.0,0.0
Natural Language Processing,General;https://github.com/AssafSinger94/sigmorphon-2020-inflection;scripting languages,virtual machines,information management,network virtualization,cloud computing,resource discovery;0.0,0.0,0.0,0.0,0.0
Computer Vision,General;https://github.com/sarus-tech/tf2-published-models;visualization,personal information,image reconstruction,education,quantization,recommender systems;0.0,0.0,0.0,0.0,0.0
Computer Vision,General;https://github.com/AD2605/Action-Recognition;visualization,education,video streaming,motion estimation,gesture recognition;0.0,0.0,0.0,0.0,0.0
Computer Vision,General;https://github.com/ikigai-aa/Face-Mask-Detector-using-MobileNetV2;computer imaging and vision,computer science,education,face recognition,imaging systems,human computer interaction,classification methods,machine learning;0.0,0.0,0.0,0.0,0.0
Sequential,Natural Language Processing,Audio,General;https://github.com/pytorch/fairseq;signal processing,telephone systems,structures (built objects),computer aided language translation,damage detection,hidden markov models,commerce,random access storage,computational linguistics,binary sequences,speech communication,stream ciphers,video streaming,social media,hidden markov model (hmm),translation (languages),statistical methods,image compression,information theory,social networks,machine learning,natural language processing,neural networks,program processors,data visualization,parallel architectures,telephone sets;0.0,0.0,0.0,1.0,0.0
Computer Vision,General;https://github.com/RuiLiFeng/LAE;cache memory,matrix factorizations,buffer storage,image analysis,graphics processing unit,dynamic random access storage,image processing,correlation analysis,parallel computing,program processors,operating systems,parallel programming,storage allocation (computer);0.0,0.0,0.0,0.0,0.0
Sequential,General;https://github.com/jindongwang/transferlearning;linguistics,sensors,topology,world wide web,translation (languages),denotational semantics,pattern recognition,data mining,structures (built objects),information theory,ubiquitous computing,knowledge representation,damage detection,natural language processing,computational linguistics,knowledge management,computer systems,artificial intelligence;0.0,0.0,0.0,1.0,0.0
Natural Language Processing,General;https://github.com/ays-dev/keras-transformer;translation (languages),statistical methods,computer aided language translation,speech transmission,information theory,natural language processing;0.0,0.0,0.0,1.0,0.0
Computer Vision,General;https://github.com/facebookresearch/video-nonlocal-net;image reconstruction,video streaming,social networks,program processors,cuda;0.0,0.0,0.0,0.0,0.0
Computer Vision,General;https://github.com/sivaole/Face_Detection;face recognition,object recognition;0.0,0.0,0.0,0.0,0.0
Computer Vision,General;https://github.com/Rohed/ml-1;computer science,computer systems,machine learning,object recognition,program processors;0.0,0.0,0.0,0.0,0.0
Computer Vision,General;https://github.com/Our4514/CAGFUZZ;color image processing,optical character recognition,image analysis,content based retrieval,imaging systems,digital image storage,pattern recognition,image quality,image processing,image retrieval,object recognition,image matching;0.0,0.0,0.0,0.0,0.0
Natural Language Processing,General;https://github.com/dzqjorking/transpose;semantics,computational efficiency,scalable video coding,cloud computing,commerce,inference engines,buffer storage,grid computing,character recognition,computer systems,random access storage,computer system recovery,computational linguistics,operating systems,sensors,information retrieval,cuda,artificial intelligence,linguistics,cache memory,machine learning,digital storage,software architecture,program processors,storage allocation (computer);0.0,0.0,0.0,0.0,0.0
Computer Vision,General;https://github.com/Lmath11/darknet;wireless local area networks (wlan),visualization,computer science,telecommunication traffic,knowledge management,mobile devices,computer hardware,object recognition,malwares,mpi,operating systems,user interfaces,web 2.0,cloud providers,video streaming,servers,information systems,bandwidth,program compilers,graphics processing unit,parallel programming,cryptography,three dimensional computer graphics,intrusion detection,virtual reality,mobile telecommunication systems,javascript,program processors,wireless networks,authentication,telephone sets,storage allocation (computer);0.0,0.0,0.0,0.0,0.0
Computer Vision,General;https://github.com/JacobM184/EfficientNet-for-Gun-detection;mathematics,gyroscopes,stochasticity,computer science,data privacy,image analysis,imaging systems,evolutionary algorithms,knowledge management,inference engines,image quality,computer systems,time varying networks,computer system recovery,object recognition,operating systems,web 2.0,bayesian methods,optical character recognition,information systems,image matching,probability distributions,parallel programming,graphics processing unit,stochastic processes,color image processing,security systems,image resolution,intrusion detection,hidden layers,digital image storage,pattern recognition,image processing,machine learning,signal detection,image retrieval,program processors,graphic methods;0.0,0.0,0.0,0.0,0.0
Computer Vision,General;https://github.com/Kate589/gan;cache memory,discrete cosine transforms,wavelet transforms,matrix factorizations,buffer storage,image analysis,storage allocation (computer),digital image storage,dynamic random access storage,image processing,correlation analysis,parallel computing,program processors,operating systems,graphics processing unit,parallel programming;0.0,0.0,0.0,0.0,0.0
Natural Language Processing,General;https://github.com/DeligientSloth/bert-tensorflow;semantics,computational efficiency,scalable video coding,cloud computing,commerce,inference engines,buffer storage,grid computing,character recognition,computer systems,random access storage,computer system recovery,computational linguistics,operating systems,sensors,information retrieval,cuda,artificial intelligence,linguistics,cache memory,machine learning,digital storage,software architecture,program processors,storage allocation (computer);0.0,0.0,0.0,0.0,0.0
Natural Language Processing,General;https://github.com/chandu7077/mybert;mathematics,semantics,computational efficiency,scalable video coding,cloud computing,commerce,inference engines,buffer storage,education,character recognition,computer systems,random access storage,computer system recovery,computational linguistics,operating systems,sensors,information retrieval,cuda,artificial intelligence,linguistics,cache memory,machine learning,digital storage,software architecture,program processors,storage allocation (computer);0.0,0.0,0.0,0.0,0.0
Natural Language Processing,General;https://github.com/halo090770/bert;semantics,computational efficiency,scalable video coding,cloud computing,commerce,inference engines,buffer storage,grid computing,character recognition,computer systems,random access storage,computer system recovery,computational linguistics,operating systems,sensors,information retrieval,cuda,artificial intelligence,linguistics,cache memory,machine learning,digital storage,software architecture,program processors,storage allocation (computer);0.0,0.0,0.0,0.0,0.0
Computer Vision,General;https://github.com/monishramadoss/SRGAN;database systems,content based retrieval,optical resolving power,data mining,low resolution images,data communication systems;0.0,0.0,0.0,0.0,0.0
Computer Vision,General;https://github.com/waynecoffee9/Traffic-Sign-Classifier;mathematics,color image processing,optical character recognition,image reconstruction,hidden layers,imaging systems,pattern recognition,image quality,digital image storage,human computer interaction,image analysis,machine learning,image processing,verification and validation,image retrieval,object recognition,image matching;0.0,0.0,0.0,0.0,0.0
Natural Language Processing,General;https://github.com/liuqiangict/lamb_optimizer;mathematics,correlation analysis,neural networks;0.0,0.0,0.0,0.0,0.0
Computer Vision,General;https://github.com/mqjinwon/tracking_darknet;wireless local area networks (wlan),visualization,computer science,signal processing,telecommunication traffic,knowledge management,mobile devices,verification and validation,object recognition,malwares,mpi,operating systems,user interfaces,web 2.0,cloud providers,video streaming,servers,information systems,bandwidth,program compilers,graphics processing unit,parallel programming,cryptography,three dimensional computer graphics,intrusion detection,virtual reality,mobile telecommunication systems,image compression,javascript,program processors,wireless networks,authentication,telephone sets,storage allocation (computer);0.0,0.0,0.0,0.0,0.0
Computer Vision,General;https://github.com/KarimDahawy/CapStone-Project;cloud computing,computer vision,signal processing,ocean currents,gpu,image quality,motion planning,graphics processing unit,multi core,engineering,object recognition,three term control systems,image matching,proportional control systems,program compilers,delay control systems,parallel programming,mpi;0.0,1.0,0.0,0.0,0.0
General;https://github.com/Talgin/facerec;pattern recognition,image processing,verification and validation,program processors,active appearance models;0.0,0.0,0.0,0.0,0.0
Computer Vision,General;https://github.com/abcxs/maskrcnn-contest;inference engines,bayesian methods,attribute weight,game theory,intrusion detection,probability distributions,neural networks,program processors,cuda;0.0,0.0,0.0,0.0,0.0
Computer Vision,General;https://github.com/lkeonwoo94/DL_cv-mdt_NVIDIA_Cert_Course_StudyPI;signal processing,content based retrieval,classification methods,signal detection,neural networks,program processors;0.0,0.0,0.0,0.0,0.0
Natural Language Processing,General;https://github.com/text-machine-lab/transformerpy;linguistics,machine translations,natural language processing,speech transmission;0.0,0.0,0.0,1.0,0.0
Computer Vision,General;https://github.com/facebookresearch/detectron2;computer imaging and vision,image segmentation,world wide web,education,social networks,signal detection,neural networks;0.0,0.0,0.0,0.0,0.0
Computer Vision,General;https://github.com/pokurin123/pix2pix_try;image segmentation,image analysis,imaging systems,edge detection,image quality,text detection,image enhancement,object recognition,operating systems,optical character recognition,image matching,graphics processing unit,multi core,parallel programming,color image processing,multiprocessing systems,face recognition,pattern recognition,digital image storage,image processing,image retrieval,program processors;0.0,0.0,0.0,0.0,0.0
Computer Vision,General;https://github.com/tianhai123/pix2pix;image segmentation,image analysis,imaging systems,edge detection,image quality,text detection,image enhancement,object recognition,operating systems,optical character recognition,image matching,graphics processing unit,multi core,parallel programming,color image processing,multiprocessing systems,face recognition,pattern recognition,digital image storage,image processing,image retrieval,program processors;0.0,0.0,0.0,0.0,0.0
Computer Vision,General;https://github.com/wkhademi/ImageEnhancement;image analysis,optical resolving power,shadow detections,image processing,computer system recovery,program processors,background subtraction;0.0,0.0,0.0,0.0,0.0
Reinforcement Learning,General;https://github.com/arrival-ltd/catalyst-rl-tutorial;circuit simulation,inference engines,computer science,robot applications,motion planning,robot programming,computer systems,product design,neural networks,multiagent system,reinforcement learning,intelligent robots;0.0,0.0,0.0,0.0,1.0
Natural Language Processing,General;https://github.com/scrayish/ML_NLP;linguistics,semantics,game theory,combinatorial mathematics,neural networks,software engineering,artificial intelligence;0.0,0.0,0.0,0.0,0.0
Computer Vision,General;https://github.com/abhimangalms/PlantDoctor;classifiers,sociology,smart phones,classification methods,signal detection;0.0,0.0,0.0,0.0,0.0
Computer Vision,General;https://github.com/rishikksh20/CrossViT-pytorch;color image processing,computer vision,imaging systems,pattern recognition,image quality,classification methods,image matching,robots;0.0,1.0,0.0,0.0,0.0
Computer Vision,General;https://github.com/mit-han-lab/amc;mathematics,computer science,signal processing,adaptive modulation and coding,image compression,wimax,software architecture;0.0,0.0,0.0,0.0,0.0
Computer Vision,General;https://github.com/johngear/eecs504;computer imaging and vision,face recognition,privacy preserving,computer hardware,machine learning,computer security;0.0,0.0,0.0,0.0,0.0
Computer Vision,General;https://github.com/dmizr/phuber;mathematics,database systems,spurious signal noise,clustering algorithms,machine learning,gaussian noise (electronic),computer system recovery,white noise;0.0,0.0,0.0,0.0,0.0
Natural Language Processing,General;https://github.com/akashe/Python-Code-Generation;linguistics,semantics,sensors,translation (languages),information theory,embedded systems,natural language processing,software architecture,verification and validation,software engineering,object oriented programming,network architecture;0.0,0.0,0.0,1.0,0.0
Natural Language Processing,General;https://github.com/mrdbourke/tensorflow-deep-learning;semantics,computer imaging and vision,imaging systems,multiplying circuits,education,human computer interaction,verification and validation,text processing,world wide web,e-learning,reengineering,social media,artificial intelligence,linguistics,image resolution,hidden layers,social networks,machine learning,neural networks;0.0,0.0,0.0,0.0,0.0
Computer Vision,General;https://github.com/sulasen/race-events-recognition-1;genetic association,image segmentation,spectral clustering,motion estimation,human computer interaction,classification methods,genotype,knowledge based systems,gesture recognition,signal detection,collision avoidance,neural networks;0.0,0.0,0.0,0.0,0.0
Computer Vision,General;https://github.com/RajdeepBiswas/Manufacturing-Quality-Inspection;discrete cosine transforms,color image processing,computer imaging and vision,wavelet transforms,optical character recognition,image analysis,imaging systems,digital image storage,sales,pattern recognition,image quality,image processing,image retrieval,object recognition,image matching;0.0,0.0,0.0,0.0,0.0
Natural Language Processing,General;https://github.com/huawei-noah/Pretrained-Language-Model;linguistics,database systems,natural languages,inference engines,mathematics,image segmentation,data mining,character recognition,correlation analysis,computational linguistics,chinese characters,text processing,data communication systems,artificial intelligence;0.0,0.0,0.0,0.0,0.0
Computer Vision,General;https://github.com/uzielroy/CUT;color image processing,discriminant analysis,pattern recognition,image quality,computer system recovery,image matching,software architecture;0.0,0.0,0.0,0.0,0.0
Computer Vision,Natural Language Processing,General;https://github.com/UdbhavPrasad072300/Transformer-Implementations;color image processing,optical character recognition,image analysis,imaging systems,pattern recognition,image quality,digital image storage,classification methods,image processing,image retrieval,object recognition,image matching;0.0,0.0,0.0,0.0,0.0
Computer Vision,General;https://github.com/Jittor/JDet;operating systems,flash memory,human computer interaction,embedded systems,machine learning,object recognition,neural networks,program processors,program compilers;0.0,0.0,0.0,0.0,0.0
General;https://github.com/TalFurman/Implict_neural_representation_of_images;computer science,optical radar,helmholtz equation,electronic mail,image reconstruction,3d scenes,level set functions,3d data,3d objects,level set method,game theory,education,differential equations,3d modelling,video streaming,signal analysis,3d object,nonlinear equations,program processors;0.0,0.0,0.0,0.0,0.0
Natural Language Processing,General;https://github.com/Bhavnicksm/vanilla-transformer-jax;reconfigurable architectures,education,bit rates,h.264/avc,programming theory;0.0,0.0,0.0,0.0,0.0
Computer Vision,General;https://github.com/PointsCoder/VOTR;flash memory,graphics processing unit,digital storage,computer system recovery,object recognition,parallel computing,program processors,parallel programming;0.0,0.0,0.0,0.0,0.0
Computer Vision,General;https://github.com/surajkarki66/Generative-Model-Deep-Learning;random number generation,secrecy capacity,gaussian distribution,physical layer security,signal to noise ratio,spurious signal noise,wiretap channel,stochastic,white noise,multiple antenna;0.0,0.0,0.0,0.0,0.0
Computer Vision,General;https://github.com/iArunava/ResNet;sensors,pattern recognition,embedded systems,object oriented programming,software architecture,software engineering,network architecture,proposed architectures;0.0,0.0,0.0,0.0,0.0
Natural Language Processing,General;https://github.com/yumoh/speech-keras;source codes,acoustic waves,signal processing,software development,character recognition,machine learning,open source software;0.0,0.0,0.0,0.0,0.0
Natural Language Processing,General;https://github.com/pengshuyuan/Bert;mathematics,semantics,computational efficiency,scalable video coding,cloud computing,commerce,inference engines,buffer storage,education,character recognition,computer systems,random access storage,computer system recovery,computational linguistics,operating systems,sensors,information retrieval,cuda,artificial intelligence,linguistics,cache memory,machine learning,digital storage,software architecture,program processors,storage allocation (computer);0.0,0.0,0.0,0.0,0.0
Computer Vision,General;https://github.com/feidfoe/AdjustBnd4Imbalance;color image processing,education,pattern recognition,image quality,verification and validation,image matching,software architecture;0.0,0.0,0.0,0.0,0.0
Natural Language Processing,General;https://github.com/RenXiangyuan/tf_bert;semantics,computational efficiency,scalable video coding,cloud computing,commerce,inference engines,buffer storage,grid computing,character recognition,computer systems,random access storage,computer system recovery,computational linguistics,operating systems,sensors,information retrieval,cuda,artificial intelligence,linguistics,cache memory,machine learning,digital storage,software architecture,program processors,storage allocation (computer);0.0,0.0,0.0,0.0,0.0
Computer Vision,General;https://github.com/epfl-ml-reproducers/subspace-attack-reproduction;mobile devices,commerce,cloud computing,parameterization,computer crime,software as a service,computing resource,communication,random access storage,computing paradigm,network security,regularization,inverse problems,distributed database systems,cloud providers,computing environments;0.0,0.0,0.0,0.0,0.0
Natural Language Processing,General;https://github.com/hiun/learning-transformers;source codes,mathematics,semantics,visualization,image reconstruction,imaging systems,graph theory,multiplying circuits,open source software,inference engines,correlation analysis,computational linguistics,matrix algebra,text processing,hierarchical system,data mining,stochastic,artificial intelligence,linguistics,translation (languages),software development,information theory,mathematical transformations,neural networks,graphic methods;0.0,0.0,0.0,0.0,0.0
Sequential,Natural Language Processing,General;https://github.com/vGkatsis/Chat_Bot_DL;mathematics,data privacy,image segmentation,xml,natural language processing,neural networks,program processors,user interfaces;0.0,0.0,0.0,1.0,0.0
Computer Vision,General;https://github.com/sisl/MultiAgentVariationalOcclusionInference;theoretical computer science,inference engines,bayesian methods,computer science,sensor data fusion,engineering,computer hardware,machine learning,markov decision processes,verification and validation,neural networks,multiagent system,auto encoders;0.0,0.0,0.0,0.0,0.0
Natural Language Processing,General;https://github.com/bplank/teaching-dl4nlp;linguistics,semantics,education,knowledge representation,curricula,artificial intelligence;0.0,0.0,0.0,0.0,0.0
Computer Vision,General;https://github.com/adler-j/bwgan;color image processing,image analysis,imaging systems,pattern recognition,image quality,image processing,image matching,superresolution;0.0,0.0,0.0,0.0,0.0
Natural Language Processing,General;https://github.com/kolloldas/torchnlp;linguistics,natural languages,inference engines,image segmentation,computer software reusability,education,pattern recognition,machine learning,program interpreters,computational linguistics,information retrieval,neural networks,artificial intelligence;0.0,0.0,0.0,0.0,0.0
