Labels;Repo;Predictions;Probabilities
Computer Vision,General;https://github.com/vantupham/darknet;security of data,user interfaces,program processors,computer networks,mobile devices,knowledge based systems,parallel algorithms,mobile phones,machine learning,computer science,graphics processing unit,microprocessor chips,computer security,artificial intelligence,computer imaging and vision,parallel processing systems,computer systems,computer programming languages,image coding,parallel architectures,distributed computer systems,communication systems,mpi,telecommunication systems,packet networks,wireless local area networks (wlan),communication channels,telecommunication traffic,information systems,bandwidth,intrusion detection,distributed systems,multimedia systems,cryptography,cloud providers,local area networks,mobile telecommunication systems,image segmentation,grid computing,computer programming,program compilers,mobile computing,wireless telecommunication systems,cryptology,web 2.0,malwares,parallel programming,virtual machines,computer hardware,wireless networks,image analysis,network security,telecommunication networks,pattern recognition,image processing,internet,computer crime,cloud computing,operating systems,telephone sets,knowledge management,wireless communications,virtualizations,world wide web,data communication systems,human computer interaction,video streaming,object recognition;0.0,0.0,0.0,0.0,0.0
Computer Vision,General;https://github.com/mr-bulb/DL_basic_github;;0.0,0.0,0.0,0.0,0.0
Computer Vision,General;https://github.com/MarkHershey/arxiv-dl;computer networks,energy utilization,computer science,microprocessor chips,quality of service,parallel processing systems,computer systems,engineering,distributed computer systems,cache memory,communication systems,telecommunication systems,internet protocols,wireless local area networks (wlan),multicasts,telecommunication traffic,communication channels,bandwidth,ad hoc networks,distributed systems,buffer storage,local area networks,mobile telecommunication systems,wireless telecommunication systems,ontology,sensors,computer hardware,semantics,telecommunication networks,internet,electronic publishing,routing algorithms,wireless sensor networks,operating systems,routing protocols,sensor nodes,storage allocation (computer),routers,wireless communications,world wide web,data communication systems,electricity;0.0,0.0,0.0,0.0,0.0
Computer Vision,General;https://github.com/yhenon/pytorch-retinanet;image processing,image segmentation,verification and validation,software engineering,signal processing,machine learning,image analysis,software quality,computer science,artificial intelligence,signal detection,engineering,human computer interaction,computer imaging and vision,software design,object recognition,pattern recognition;0.0,0.0,0.0,0.0,0.0
Reinforcement Learning,General;https://github.com/nikhilbarhate99/TD3-PyTorch-BipedalWalker-v2;computer networks,motion planning,anthropomorphic robots,machine design,robot learning,computer science,quality of service,intelligent robots,artificial intelligence,mobile robots,computer systems,robots,communication systems,telecommunication systems,internet protocols,wireless local area networks (wlan),multicasts,telecommunication traffic,communication channels,bandwidth,ad hoc networks,robotics,local area networks,mobile telecommunication systems,wireless telecommunication systems,sensors,multipurpose robots,computer hardware,telecommunication networks,routing algorithms,motion control,routing protocols,humanoid robot,biped locomotion,routers,data communication systems,industrial robots;0.0,0.0,0.0,0.0,0.0
Computer Vision,General;https://github.com/jndeng/DACSDC-DeepZ;program processors,parallel algorithms,flash memory,embedded systems,graphics processing unit,microprocessor chips,probability,computer science,artificial intelligence,parallel processing systems,computer systems,computer programming languages,parallel architectures,distributed computer systems,mathematics,distributed systems,database systems,computer programming,program compilers,parallel programming,computer hardware,intelligent systems,internet,bayesian methods,world wide web,intelligent control,probability distributions,inference engines;0.0,0.0,0.0,0.0,0.0
Computer Vision,General;https://github.com/nolanliou/PeopleSegmentationDemo;content based retrieval,program processors,mobile devices,computer networks,mobile phones,signal processing,machine learning,computer science,microprocessor chips,artificial intelligence,computer imaging and vision,smart phones,parallel processing systems,computer systems,object oriented programming,computer programming languages,image coding,image retrieval,distributed computer systems,communication systems,telecommunication systems,communication channels,distributed systems,multimedia systems,database systems,semantic gap,mobile telecommunication systems,computer programming,digital signal processing,mobile computing,wireless telecommunication systems,field programmable gate array,high level languages,image enhancement,computer hardware,image analysis,telecommunication networks,pattern recognition,image compression,image processing,information retrieval,internet,telephone sets,image quality,semantic information,cbir,data communication systems,engineering,object recognition,digital signal processors;0.0,0.0,0.0,0.0,0.0
Computer Vision,General;https://github.com/wangbinglin1995/tianchi;computer programming,high level languages,mathematics,computer science,scripting languages,numerical model;0.0,0.0,0.0,0.0,0.0
Natural Language Processing,General;https://github.com/nachiketaa/bert;program processors,computer networks,parallel algorithms,linguistics,machine learning,economics,character recognition,computer science,graphics processing unit,microprocessor chips,artificial intelligence,computer imaging and vision,parallel processing systems,digital storage,computer systems,computer programming languages,software engineering,image coding,theoretical computer science,distributed computer systems,cache memory,visual communication,parallel architectures,telecommunication systems,cuda,telecommunication traffic,computational linguistics,mathematics,bandwidth,distributed systems,buffer storage,software design,multimedia systems,random access storage,database systems,scalable video coding,computer programming,computer system recovery,commerce,education,sensors,parallel programming,computer hardware,semantics,information retrieval,fault tolerant computer systems,pattern recognition,telecommunication networks,image processing,internet,cloud computing,operating systems,computational efficiency,storage allocation (computer),data communication systems,software architecture,video streaming,inference engines;0.0,0.0,0.0,0.0,0.0
Computer Vision,General;https://github.com/sdoria/SimpleSelfAttention;regularization,program processors,parallel algorithms,machine learning,character recognition,computer science,color image processing,graphics processing unit,microprocessor chips,numerical methods,computer imaging and vision,artificial intelligence,image matching,parallel processing systems,computer systems,computer programming languages,digital image storage,software engineering,image coding,image retrieval,parallel architectures,distributed computer systems,support vector machine,mathematics,distributed systems,numerical model,image reconstruction,software design,database systems,image segmentation,computer programming,inverse problems,parameterization,image enhancement,parallel programming,classifiers,optical character recognition,imaging systems,computer hardware,image analysis,software architecture patterns,pattern recognition,image processing,information retrieval,image compression,image quality,integral equations,parallel computing,software architecture,object recognition;0.0,0.0,0.0,0.0,0.0
Computer Vision,General;https://github.com/Vious/LBAM_Pytorch;program processors,computer programming languages,computer systems,parallel algorithms,computer hardware,computer programming,parallel architectures,distributed computer systems,computer science,parallel programming,parallel computing,graphics processing unit,microprocessor chips,distributed systems,parallel processing systems;0.0,0.0,0.0,0.0,0.0
Computer Vision,General;https://github.com/fdasilva59/Pix2Pix-Kubeflow-Demo;user interfaces,energy utilization,economics,correlation analysis,query languages,digital image storage,software engineering,image coding,image retrieval,communication systems,telecommunication traffic,bandwidth,database systems,computing resource,image denoising,computing environments,mobile computing,imaging systems,software development,wavelet transforms,pattern recognition,image processing,image compression,routing algorithms,hand held computers,cluster computing,security of data,program processors,mobile devices,embedded systems,image fusion,parallel processing systems,clustering algorithms,computer systems,communication channels,signal to noise ratio,servers,computing paradigm,image enhancement,sensors,virtual machines,optical character recognition,edge detection,software as a service,telecommunication networks,optical fibers,cloud computing,image quality,spurious signal noise,wireless communications,world wide web,data communication systems,optical resolving power,human computer interaction,superresolution,cloud providers,object recognition,fused images,computer networks,signal processing,character recognition,computer science,computer imaging and vision,data fusion,distributed computer systems,telecommunication systems,mathematics,image reconstruction,software design,image segmentation,verification and validation,grid computing,sociology,wireless telecommunication systems,software quality,information retrieval,distributed database systems,internet,sensor nodes,virtualizations,electricity,software project,machine learning,color image processing,microprocessor chips,computer security,quality of service,sensor data fusion,image matching,data mining,parallel architectures,de-noising,communication,distributed systems,commerce,sensor networks,statistical methods,computer hardware,image analysis,software architecture patterns,wireless sensor networks,operating systems,routers,cluster head,engineering,software architecture;0.0,0.0,0.0,0.0,0.0
General;https://github.com/abcp4/MyDarts;program processors,parallel algorithms,neural networks,machine learning,computer science,graphics processing unit,microprocessor chips,artificial intelligence,parallel processing systems,computer systems,computer programming languages,software engineering,parallel architectures,distributed computer systems,cuda,distributed systems,software design,random access storage,verification and validation,computer programming,software quality,parallel programming,computer hardware,software architecture;0.0,0.0,0.0,0.0,0.0
Reinforcement Learning,General;https://github.com/hill-a/stable-baselines;medium access control,program processors,computer networks,parallel algorithms,machine learning,data privacy,computer science,computer security,microprocessor chips,artificial intelligence,reinforcement learning,parallel processing systems,source codes,computer systems programming,computer programming languages,software engineering,object oriented programming,network protocols,computer systems,parallel architectures,distributed computer systems,communication systems,telecommunication systems,distributed systems,privacy,software design,computer programming,multiagent system,computer software maintenance,wireless telecommunication systems,software systems,electronic mail,parallel programming,computer hardware,internet;0.0,0.0,0.0,0.0,1.0
Natural Language Processing,General;https://github.com/lukexyz/Language-Models;program processors,speech transmission,linguistics,neural networks,machine learning,natural languages,economics,computer science,microprocessor chips,artificial intelligence,parallel processing systems,computer systems,data mining,information theory,distributed computer systems,theoretical computer science,support vector machine,computational linguistics,communication,distributed systems,text processing,database systems,sales,formal languages and automata theory,translation (languages),computer hardware,semantics,visualization,information retrieval,speech communication,automata theory,human computer interaction,inference engines,machine translations;0.0,0.0,0.0,0.0,0.0
Computer Vision,General;https://github.com/jolibrain/caffe;program processors,classification methods,graph theory,signal processing,machine learning,flash memory,embedded systems,computer science,microprocessor chips,artificial intelligence,computer imaging and vision,parallel processing systems,digital storage,computer systems,software engineering,theoretical computer science,distributed computer systems,approximation algorithms,approximation theory,mathematics,distributed systems,software design,signal detection,computer hardware,image analysis,pattern recognition,image processing,engineering,software architecture,signal reconstruction,object recognition;0.0,0.0,0.0,0.0,0.0
Computer Vision,General;https://github.com/sidneykingsley/fyp;computer systems,software engineering,software project,education,computer science,world wide web,artificial intelligence,intelligent control,software architecture,software design,software development,intelligent systems,internet;0.0,0.0,0.0,0.0,0.0
Audio,Natural Language Processing,General,Sequential,Computer Vision;https://github.com/huggingface/transformers;knowledge based systems,linguistics,neural networks,machine learning,computer science,artificial intelligence,computer imaging and vision,knowledge representation,computer systems,data mining,digital image storage,image coding,information theory,theoretical computer science,information systems,computational linguistics,communication,image reconstruction,text processing,database systems,information analysis,education,formal languages and automata theory,translation (languages),imaging systems,virtual reality,image analysis,information retrieval,pattern recognition,image processing,image compression,question answering,image quality,automata theory,human computer interaction,object recognition;0.0,0.0,0.0,0.0,0.0
Natural Language Processing,General;https://github.com/insigh/THUMT;computer systems,software engineering,information theory,linguistics,theoretical computer science,computational linguistics,mathematics,communication,computer science,translation (languages),formal languages and automata theory,automata theory,artificial intelligence,semantics,database systems;0.0,0.0,0.0,0.0,0.0
Natural Language Processing,General;https://github.com/af-ai-center/bert;program processors,linguistics,computer science,microprocessor chips,artificial intelligence,computer imaging and vision,parallel processing systems,computer systems,software engineering,image coding,distributed computer systems,visual communication,distributed systems,software design,multimedia systems,scalable video coding,computer hardware,semantics,internet,image processing,software architecture,video streaming;0.0,0.0,0.0,0.0,0.0
Natural Language Processing,General;https://github.com/enhuiz/transformer-pytorch;speech transmission,linguistics,natural languages,correlation analysis,computer science,artificial intelligence,computer systems,information theory,theoretical computer science,computational linguistics,communication,mathematics,natural language processing,database systems,statistical methods,formal languages and automata theory,translation (languages),semantics,computer aided language translation,statistical machine translation,speech communication,automata theory;0.0,0.0,0.0,1.0,0.0
Computer Vision,General;https://github.com/rwightman/efficientnet-jax;program processors,mobile devices,computer networks,parallel algorithms,economics,computer science,probability,graphics processing unit,microprocessor chips,query languages,artificial intelligence,parallel processing systems,computer systems,computer programming languages,software engineering,human engineering,parallel architectures,distributed computer systems,communication systems,telecommunication systems,telecommunication traffic,communication,mathematics,distributed systems,bandwidth,software design,database systems,computing resource,verification and validation,grid computing,computer programming,computing environments,mobile computing,wireless telecommunication systems,software quality,computing paradigm,commerce,parallel programming,virtual machines,computer hardware,software as a service,telecommunication networks,distributed database systems,cloud computing,routing algorithms,routing protocols,routers,bayesian methods,virtualizations,parallel computing,multi path routing,data communication systems,human computer interaction,probability distributions,cloud providers,inference engines;0.0,0.0,0.0,0.0,0.0
Natural Language Processing,General;https://github.com/StillKeepTry/Transformer-PyTorch;program processors,speech transmission,computer networks,parallel algorithms,linguistics,neural networks,machine learning,natural languages,computer science,graphics processing unit,microprocessor chips,artificial intelligence,parallel processing systems,computer systems,computer programming languages,information theory,parallel architectures,distributed computer systems,theoretical computer science,cuda,computational linguistics,communication,distributed systems,natural language processing,database systems,computer programming,computer system recovery,social networks,parallel programming,formal languages and automata theory,translation (languages),computer hardware,semantics,fault tolerant computer systems,internet,operating systems,world wide web,data communication systems,speech communication,automata theory,machine translations;0.0,0.0,0.0,1.0,0.0
Computer Vision,General;https://github.com/nahliabdelwahed/Face-Image-Deblurring;security of data,program processors,signal processing,machine learning,computer science,microprocessor chips,accelerometers,computer security,artificial intelligence,computer imaging and vision,evolutionary algorithms,parallel processing systems,computer systems,distributed computer systems,intrusion detection,adaptive boosting,distributed systems,image reconstruction,image restoration,signal to noise ratio,gyroscopes,image enhancement,sensors,classifiers,signal detection,computer hardware,image analysis,pattern recognition,image processing,face recognition,computer crime,genetic algorithms,engineering;0.0,0.0,0.0,0.0,0.0
Computer Vision,General;https://github.com/d-li14/mobilenetv3.pytorch;computer networks,geology,signal processing,computer science,embedded systems,computer imaging and vision,computer systems,object oriented programming,software engineering,image reconstruction,software design,geodetic satellites,radar,verification and validation,computer programming,synthetic aperture radar,software architecture,software quality,network architecture,sensors,imaging systems,computer hardware,image analysis,image processing,engineering,proposed architectures,field programmable gate array;0.0,0.0,0.0,0.0,0.0
Natural Language Processing,General,Graphs,Reinforcement Learning,Computer Vision;https://github.com/google-research/google-research;computer systems,data mining,text mining,linguistics,natural languages,information retrieval,computational linguistics,computer science,recommender systems,natural language processing,artificial intelligence,computer aided design,information retrieval systems,semantics,text processing,database systems;0.0,0.0,0.0,1.0,0.0
Computer Vision,General;https://github.com/CarpdiemLiang/style_transfer;computer networks,neural networks,signal processing,machine learning,computer science,object recognition,artificial intelligence,computer imaging and vision,computer systems,image retrieval,distributed computer systems,communication systems,telecommunication systems,communication channels,image reconstruction,database systems,signal to noise ratio,image segmentation,computer system recovery,wireless telecommunication systems,image enhancement,signal detection,imaging systems,image analysis,information retrieval,pattern recognition,fault tolerant computer systems,image processing,operating systems,data communication systems,engineering,inference engines;0.0,0.0,0.0,0.0,0.0
Computer Vision,General;https://github.com/Brainkite/Sketch_Augmented;content based retrieval,machine learning,data compression,character recognition,computer science,color image processing,holographic interferometry,computer imaging and vision,optical data processing,image matching,computer systems,digital image storage,image coding,image retrieval,digital holography,image reconstruction,multimedia systems,database systems,optical character recognition,imaging systems,compression ratio (machinery),image analysis,compression algorithms,information retrieval,pattern recognition,image processing,internet,image quality,world wide web,object recognition;0.0,0.0,0.0,0.0,0.0
Natural Language Processing,General;https://github.com/brightmart/bert_customized;program processors,computer networks,parallel algorithms,linguistics,machine learning,economics,character recognition,computer science,graphics processing unit,microprocessor chips,artificial intelligence,computer imaging and vision,parallel processing systems,digital storage,computer systems,computer programming languages,software engineering,image coding,theoretical computer science,distributed computer systems,cache memory,visual communication,parallel architectures,telecommunication systems,cuda,telecommunication traffic,computational linguistics,mathematics,bandwidth,distributed systems,buffer storage,software design,multimedia systems,random access storage,database systems,scalable video coding,computer programming,computer system recovery,commerce,education,sensors,parallel programming,computer hardware,semantics,information retrieval,fault tolerant computer systems,pattern recognition,telecommunication networks,image processing,internet,cloud computing,operating systems,computational efficiency,storage allocation (computer),data communication systems,software architecture,video streaming,inference engines;0.0,0.0,0.0,0.0,0.0
Computer Vision,General;https://github.com/BIYTC/mobilenet_maskrcnn;security of data,program processors,illustrative examples,parallel algorithms,neural networks,signal processing,machine learning,attribute weight,computer science,probability,graphics processing unit,microprocessor chips,computer security,artificial intelligence,parallel processing systems,computer systems,computer programming languages,parallel architectures,distributed computer systems,intrusion detection,mathematics,distributed systems,random access storage,computer programming,parallel programming,signal detection,computer hardware,computer crime,multiple attribute decision making,game theory,matrix algebra,bayesian methods,engineering,probability distributions,linear matrix inequalities,inference engines;0.0,0.0,0.0,0.0,0.0
Natural Language Processing,General;https://github.com/Zehui127/SQUAD_BERT;program processors,computer networks,parallel algorithms,linguistics,machine learning,economics,character recognition,computer science,graphics processing unit,microprocessor chips,artificial intelligence,computer imaging and vision,parallel processing systems,digital storage,computer systems,computer programming languages,software engineering,image coding,theoretical computer science,distributed computer systems,cache memory,visual communication,parallel architectures,telecommunication systems,cuda,telecommunication traffic,computational linguistics,mathematics,bandwidth,distributed systems,buffer storage,software design,multimedia systems,random access storage,database systems,scalable video coding,computer programming,computer system recovery,commerce,education,sensors,parallel programming,computer hardware,semantics,information retrieval,fault tolerant computer systems,pattern recognition,telecommunication networks,image processing,internet,cloud computing,operating systems,computational efficiency,storage allocation (computer),data communication systems,software architecture,video streaming,inference engines;0.0,0.0,0.0,0.0,0.0
Computer Vision,General;https://github.com/marload/ConvNets-TensorFlow2;neural networks,machine learning,fiber optic networks,computer science,embedded systems,artificial intelligence,computer systems,object oriented programming,software engineering,communication systems,telecommunication systems,bandwidth,software design,local area networks,computer programming,wireless telecommunication systems,software architecture,network architecture,sensors,computer hardware,proposed architectures,field programmable gate array;0.0,0.0,0.0,0.0,0.0
Computer Vision,General;https://github.com/catalyst-team/gan;source codes,software design,open source software,software engineering,software,formal logic,computer programming,software architecture,computer science,formal methods,artificial intelligence,human computer interaction,software project,software development;0.0,0.0,0.0,0.0,0.0
Audio,General;https://github.com/adrienchaton/BERGAN;program processors,classification methods,signal processing,correlation analysis,computer science,microprocessor chips,artificial intelligence,computer imaging and vision,parallel processing systems,computer systems,gaussian noise (electronic),distributed computer systems,gaussian distribution,mathematics,distributed systems,image reconstruction,factorization,signal to noise ratio,matrix factorizations,music genre classification,recommender systems,computer hardware,image analysis,music information retrieval,information retrieval,image processing,matrix algebra,engineering,inference engines;0.0,0.0,0.0,0.0,0.0
Natural Language Processing,General;https://github.com/s9891326/Fine-Tuning-BERT;program processors,computer science,microprocessor chips,artificial intelligence,computer imaging and vision,parallel processing systems,computer systems,distributed computer systems,distributed systems,image reconstruction,computer aided design,image resolution,random access storage,integrated circuit layout,vlsi circuits,computer hardware,image analysis,image processing,through silicon vias,integrated circuits,electronics packaging,inference engines;0.0,0.0,0.0,0.0,0.0
Reinforcement Learning,General;https://github.com/roop-pal/Meta-Learning-for-StarCraft-II-Minigames;program processors,parallel algorithms,neural networks,machine learning,computer science,graphics processing unit,microprocessor chips,artificial intelligence,parallel processing systems,reinforcement learning,computer systems,computer programming languages,parallel architectures,distributed computer systems,cuda,mathematics,distributed systems,computer programming,multiagent system,parallel programming,computer hardware,gpu,matrix algebra,state space methods,human computer interaction;0.0,0.0,0.0,0.0,1.0
Computer Vision,General;https://github.com/implus/PytorchInsight;program processors,parallel algorithms,machine learning,computer science,graphics processing unit,microprocessor chips,artificial intelligence,computer imaging and vision,parallel processing systems,computer systems,computer programming languages,parallel architectures,distributed computer systems,cuda,distributed systems,image reconstruction,computer programming,parallel programming,imaging systems,computer hardware,image analysis,image processing;0.0,0.0,0.0,0.0,0.0
Natural Language Processing,General;https://github.com/AssafSinger94/sigmorphon-2020-inflection;computer networks,virtual networks,computer science,parallel processing systems,network management,computer systems,distributed computer systems,telecommunication systems,distributed systems,database systems,information management,grid computing,computer programming,information technology,high level languages,peer-to-peer,network architecture,virtual machines,telecommunication networks,internet,cloud computing,network virtualization,virtualizations,scripting languages,resource discovery;0.0,0.0,0.0,0.0,0.0
Computer Vision,General;https://github.com/sarus-tech/tf2-published-models;signal processing,computer science,computer security,computer imaging and vision,image coding,privacy,image reconstruction,education,quantization,recommender systems,image analysis,visualization,information retrieval,image processing,image compression,image quality,engineering,human computer interaction,personal information;0.0,0.0,0.0,0.0,0.0
Computer Vision,General;https://github.com/AD2605/Action-Recognition;image processing,image coding,internet,machine learning,pattern recognition,gesture recognition,education,computer science,artificial intelligence,computer vision,human computer interaction,computer imaging and vision,video streaming,visualization,multimedia systems,motion estimation;0.0,1.0,0.0,0.0,0.0
Computer Vision,General;https://github.com/ikigai-aa/Face-Mask-Detector-using-MobileNetV2;image processing,computer systems,face recognition,classification methods,machine learning,image analysis,image reconstruction,education,computer science,artificial intelligence,imaging systems,human computer interaction,computer imaging and vision,pattern recognition;0.0,0.0,0.0,0.0,0.0
Audio,Natural Language Processing,General,Sequential;https://github.com/pytorch/fairseq;hidden markov model (hmm),program processors,security of data,speech transmission,mobile devices,computer networks,telecommunication equipment,linguistics,neural networks,signal processing,machine learning,mobile phones,natural languages,economics,correlation analysis,computer science,microprocessor chips,computer security,artificial intelligence,computer imaging and vision,parallel processing systems,computer systems,image coding,information theory,parallel architectures,distributed computer systems,communication systems,theoretical computer science,telecommunication systems,computational linguistics,communication,mathematics,distributed systems,natural language processing,telephone systems,cryptography,random access storage,multimedia systems,database systems,mobile computing,cryptology,wireless telecommunication systems,data visualization,automata theory,structural health monitoring,commerce,telephone,social media,hidden markov models,statistical methods,structures (built objects),translation (languages),damage detection,computer hardware,image analysis,sensors,semantics,visualization,formal languages and automata theory,telecommunication networks,internet,image compression,computer aided language translation,image processing,markov processes,telephone sets,image quality,world wide web,data communication systems,binary sequences,speech communication,engineering,human computer interaction,video streaming,stream ciphers,social networks;0.0,0.0,0.0,1.0,0.0
