Labels;Repo;Predictions;Probabilities
Computer Vision,General;https://github.com/ikigai-aa/Face-Mask-Detector-using-MobileNetV2;computer imaging and vision,face recognition,computer science,human computer interaction,machine learning,education,imaging systems,classification methods;0.0,0.0,0.0,0.0,0.0,0.0
Natural Language Processing,General,Audio,Sequential;https://github.com/pytorch/fairseq;damage detection,structures (built objects),computer aided language translation,speech communication,binary sequences,telephone sets,image compression,hidden markov models,data visualization,machine learning,signal processing,commerce,hidden markov model (hmm),program processors,statistical methods,social media,translation (languages),information theory,parallel architectures,neural networks,video streaming,computational linguistics,natural language processing,stream ciphers,social networks,telephone systems,random access storage;0.0,0.0,0.0,1.0,0.0,0.0
Computer Vision,General;https://github.com/RuiLiFeng/LAE;image analysis,buffer storage,image processing,dynamic random access storage,cache memory,program processors,storage allocation (computer),parallel computing,matrix factorizations,correlation analysis,operating systems,parallel programming,graphics processing unit;0.0,0.0,0.0,0.0,0.0,0.0
General,Sequential;https://github.com/jindongwang/transferlearning;knowledge management,linguistics,natural language processing,translation (languages),data mining,structures (built objects),damage detection,topology,ubiquitous computing,information theory,knowledge representation,world wide web,computer systems,pattern recognition,computational linguistics,sensors,denotational semantics,artificial intelligence;0.0,0.0,0.0,1.0,0.0,0.0
Natural Language Processing,General;https://github.com/ays-dev/keras-transformer;natural language processing,translation (languages),information theory,computer aided language translation,speech transmission,statistical methods;0.0,0.0,0.0,1.0,0.0,0.0
Computer Vision,General;https://github.com/facebookresearch/video-nonlocal-net;image reconstruction,cuda,social networks,video streaming,program processors;0.0,0.0,0.0,0.0,0.0,0.0
Computer Vision,General;https://github.com/sivaole/Face_Detection;object recognition,face recognition;0.0,0.0,0.0,0.0,0.0,0.0
Computer Vision,General;https://github.com/Rohed/ml-1;computer science,machine learning,computer systems,object recognition,program processors;0.0,0.0,0.0,0.0,0.0,0.0
Computer Vision,General;https://github.com/Our4514/CAGFUZZ;image analysis,optical character recognition,color image processing,image processing,content based retrieval,image retrieval,pattern recognition,digital image storage,object recognition,imaging systems,image matching,image quality;0.0,0.0,0.0,0.0,0.0,0.0
Natural Language Processing,General;https://github.com/dzqjorking/transpose;semantics,scalable video coding,operating systems,linguistics,digital storage,machine learning,commerce,sensors,program processors,information retrieval,computer system recovery,software architecture,computer systems,cuda,storage allocation (computer),cloud computing,computational linguistics,buffer storage,grid computing,cache memory,computational efficiency,character recognition,random access storage,inference engines,artificial intelligence;0.0,0.0,0.0,0.0,0.0,0.0
Computer Vision,General;https://github.com/Lmath11/darknet;javascript,authentication,servers,operating systems,intrusion detection,visualization,telephone sets,knowledge management,computer hardware,information systems,cryptography,three dimensional computer graphics,cloud providers,mpi,parallel programming,bandwidth,graphics processing unit,object recognition,program processors,wireless local area networks (wlan),program compilers,wireless networks,storage allocation (computer),video streaming,web 2.0,mobile telecommunication systems,mobile devices,computer science,virtual reality,telecommunication traffic,malwares,user interfaces;0.0,0.0,0.0,0.0,0.0,0.0
Computer Vision,General;https://github.com/JacobM184/EfficientNet-for-Gun-detection;optical character recognition,data privacy,probability distributions,hidden layers,gyroscopes,image retrieval,operating systems,intrusion detection,image analysis,knowledge management,image processing,information systems,machine learning,bayesian methods,stochastic processes,stochasticity,security systems,parallel programming,object recognition,graphics processing unit,program processors,image quality,image resolution,evolutionary algorithms,computer system recovery,computer systems,pattern recognition,digital image storage,graphic methods,web 2.0,imaging systems,color image processing,computer science,time varying networks,inference engines,signal detection,image matching,mathematics;0.0,0.0,0.0,0.0,0.0,0.0
Computer Vision,General;https://github.com/Kate589/gan;image analysis,buffer storage,image processing,dynamic random access storage,wavelet transforms,cache memory,discrete cosine transforms,program processors,storage allocation (computer),parallel computing,matrix factorizations,correlation analysis,operating systems,parallel programming,digital image storage,graphics processing unit;0.0,0.0,0.0,0.0,0.0,0.0
Natural Language Processing,General;https://github.com/DeligientSloth/bert-tensorflow;semantics,scalable video coding,operating systems,linguistics,digital storage,machine learning,commerce,sensors,program processors,information retrieval,computer system recovery,software architecture,computer systems,cuda,storage allocation (computer),cloud computing,computational linguistics,buffer storage,grid computing,cache memory,computational efficiency,character recognition,random access storage,inference engines,artificial intelligence;0.0,0.0,0.0,0.0,0.0,0.0
Natural Language Processing,General;https://github.com/chandu7077/mybert;semantics,education,scalable video coding,operating systems,linguistics,digital storage,machine learning,commerce,sensors,program processors,information retrieval,computer system recovery,software architecture,computer systems,cuda,storage allocation (computer),cloud computing,computational linguistics,buffer storage,cache memory,computational efficiency,character recognition,random access storage,inference engines,mathematics,artificial intelligence;0.0,0.0,0.0,0.0,0.0,0.0
Natural Language Processing,General;https://github.com/halo090770/bert;semantics,scalable video coding,operating systems,linguistics,digital storage,machine learning,commerce,sensors,program processors,information retrieval,computer system recovery,software architecture,computer systems,cuda,storage allocation (computer),cloud computing,computational linguistics,buffer storage,grid computing,cache memory,computational efficiency,character recognition,random access storage,inference engines,artificial intelligence;0.0,0.0,0.0,0.0,0.0,0.0
Computer Vision,General;https://github.com/monishramadoss/SRGAN;data mining,low resolution images,content based retrieval,optical resolving power,data communication systems,database systems;0.0,0.0,0.0,0.0,0.0,0.0
Computer Vision,General;https://github.com/waynecoffee9/Traffic-Sign-Classifier;image analysis,optical character recognition,color image processing,image processing,human computer interaction,machine learning,image reconstruction,hidden layers,verification and validation,image retrieval,image matching,pattern recognition,digital image storage,object recognition,imaging systems,mathematics,image quality;0.0,0.0,0.0,0.0,0.0,0.0
Natural Language Processing,General;https://github.com/liuqiangict/lamb_optimizer;correlation analysis,neural networks,mathematics;0.0,0.0,0.0,0.0,0.0,0.0
Computer Vision,General;https://github.com/mqjinwon/tracking_darknet;javascript,authentication,servers,operating systems,intrusion detection,visualization,telephone sets,image compression,knowledge management,information systems,cryptography,three dimensional computer graphics,cloud providers,signal processing,verification and validation,mpi,parallel programming,bandwidth,graphics processing unit,object recognition,program processors,wireless local area networks (wlan),program compilers,wireless networks,storage allocation (computer),video streaming,web 2.0,mobile telecommunication systems,computer science,mobile devices,virtual reality,telecommunication traffic,malwares,user interfaces;0.0,0.0,0.0,0.0,0.0,0.0
Computer Vision,General;https://github.com/KarimDahawy/CapStone-Project;program compilers,graphics processing unit,delay control systems,motion planning,signal processing,ocean currents,cloud computing,mpi,gpu,proportional control systems,engineering,parallel programming,three term control systems,object recognition,computer vision,image matching,multi core,image quality;0.0,1.0,0.0,0.0,0.0,0.0
General;https://github.com/Talgin/facerec;image processing,verification and validation,active appearance models,pattern recognition,program processors;0.0,0.0,0.0,0.0,0.0,0.0
Computer Vision,General;https://github.com/abcxs/maskrcnn-contest;attribute weight,game theory,bayesian methods,probability distributions,cuda,neural networks,inference engines,program processors,intrusion detection;0.0,0.0,0.0,0.0,0.0,0.0
Computer Vision,General;https://github.com/lkeonwoo94/DL_cv-mdt_NVIDIA_Cert_Course_StudyPI;signal processing,content based retrieval,neural networks,signal detection,program processors,classification methods;0.0,0.0,0.0,0.0,0.0,0.0
Natural Language Processing,General;https://github.com/text-machine-lab/transformerpy;linguistics,natural language processing,speech transmission,machine translations;0.0,0.0,0.0,1.0,0.0,0.0
Computer Vision,General;https://github.com/facebookresearch/detectron2;computer imaging and vision,education,world wide web,social networks,neural networks,image segmentation,signal detection;0.0,0.0,0.0,0.0,0.0,0.0
Computer Vision,General;https://github.com/pokurin123/pix2pix_try;optical character recognition,image enhancement,text detection,image retrieval,operating systems,image segmentation,image analysis,image processing,parallel programming,graphics processing unit,program processors,object recognition,image quality,multiprocessing systems,pattern recognition,digital image storage,imaging systems,edge detection,color image processing,face recognition,image matching,multi core;0.0,0.0,0.0,0.0,0.0,0.0
Computer Vision,General;https://github.com/tianhai123/pix2pix;optical character recognition,image enhancement,text detection,image retrieval,operating systems,image segmentation,image analysis,image processing,parallel programming,graphics processing unit,program processors,object recognition,image quality,multiprocessing systems,pattern recognition,digital image storage,imaging systems,edge detection,color image processing,face recognition,image matching,multi core;0.0,0.0,0.0,0.0,0.0,0.0
Computer Vision,General;https://github.com/wkhademi/ImageEnhancement;image analysis,image processing,computer system recovery,background subtraction,shadow detections,optical resolving power,program processors;0.0,0.0,0.0,0.0,0.0,0.0
General,Reinforcement Learning;https://github.com/arrival-ltd/catalyst-rl-tutorial;multiagent system,circuit simulation,computer science,computer systems,motion planning,robot applications,neural networks,inference engines,robot programming,reinforcement learning,product design,intelligent robots;0.0,0.0,0.0,0.0,1.0,0.0
Natural Language Processing,General;https://github.com/scrayish/ML_NLP;linguistics,semantics,game theory,software engineering,combinatorial mathematics,neural networks,artificial intelligence;0.0,0.0,0.0,0.0,0.0,0.0
Computer Vision,General;https://github.com/abhimangalms/PlantDoctor;smart phones,classifiers,sociology,signal detection,classification methods;0.0,0.0,0.0,0.0,0.0,0.0
Computer Vision,General;https://github.com/rishikksh20/CrossViT-pytorch;color image processing,pattern recognition,image matching,imaging systems,classification methods,computer vision,robots,image quality;0.0,1.0,0.0,0.0,0.0,0.0
Computer Vision,General;https://github.com/mit-han-lab/amc;wimax,computer science,software architecture,adaptive modulation and coding,signal processing,mathematics,image compression;0.0,0.0,0.0,0.0,0.0,0.0
Computer Vision,General;https://github.com/johngear/eecs504;computer imaging and vision,face recognition,computer hardware,machine learning,computer security,privacy preserving;0.0,0.0,0.0,0.0,0.0,0.0
Computer Vision,General;https://github.com/dmizr/phuber;spurious signal noise,white noise,gaussian noise (electronic),computer system recovery,machine learning,clustering algorithms,database systems,mathematics;0.0,0.0,0.0,0.0,0.0,0.0
Natural Language Processing,General;https://github.com/akashe/Python-Code-Generation;linguistics,natural language processing,translation (languages),semantics,software architecture,embedded systems,information theory,software engineering,verification and validation,object oriented programming,sensors,network architecture;0.0,0.0,0.0,1.0,0.0,0.0
Natural Language Processing,General;https://github.com/mrdbourke/tensorflow-deep-learning;semantics,human computer interaction,education,hidden layers,world wide web,text processing,computer imaging and vision,e-learning,linguistics,machine learning,verification and validation,image resolution,multiplying circuits,social media,neural networks,reengineering,imaging systems,social networks,artificial intelligence;0.0,0.0,0.0,0.0,0.0,0.0
Computer Vision,General;https://github.com/sulasen/race-events-recognition-1;spectral clustering,human computer interaction,knowledge based systems,classification methods,neural networks,image segmentation,motion estimation,gesture recognition,signal detection,genotype,collision avoidance,genetic association;0.0,0.0,0.0,0.0,0.0,0.0
Computer Vision,General;https://github.com/RajdeepBiswas/Manufacturing-Quality-Inspection;image analysis,computer imaging and vision,color image processing,sales,optical character recognition,image processing,wavelet transforms,discrete cosine transforms,image retrieval,pattern recognition,digital image storage,object recognition,imaging systems,image matching,image quality;0.0,0.0,0.0,0.0,0.0,0.0
Natural Language Processing,General;https://github.com/huawei-noah/Pretrained-Language-Model;linguistics,data mining,chinese characters,text processing,natural languages,character recognition,correlation analysis,data communication systems,image segmentation,inference engines,computational linguistics,database systems,mathematics,artificial intelligence;0.0,0.0,0.0,0.0,0.0,0.0
Computer Vision,General;https://github.com/uzielroy/CUT;color image processing,computer system recovery,software architecture,pattern recognition,image matching,discriminant analysis,image quality;0.0,0.0,0.0,0.0,0.0,0.0
Natural Language Processing,General,Computer Vision;https://github.com/UdbhavPrasad072300/Transformer-Implementations;image analysis,optical character recognition,color image processing,image processing,image retrieval,pattern recognition,digital image storage,object recognition,imaging systems,classification methods,image matching,image quality;0.0,0.0,0.0,0.0,0.0,0.0
Computer Vision,General;https://github.com/Jittor/JDet;flash memory,program compilers,human computer interaction,embedded systems,machine learning,object recognition,neural networks,operating systems,program processors;0.0,0.0,0.0,0.0,0.0,0.0
General;https://github.com/TalFurman/Implict_neural_representation_of_images;education,3d modelling,signal analysis,3d objects,level set functions,game theory,nonlinear equations,level set method,helmholtz equation,3d scenes,electronic mail,program processors,differential equations,image reconstruction,video streaming,computer science,3d data,optical radar,3d object;0.0,0.0,0.0,0.0,0.0,0.0
Natural Language Processing,General;https://github.com/Bhavnicksm/vanilla-transformer-jax;programming theory,bit rates,education,reconfigurable architectures,h.264/avc;0.0,0.0,0.0,0.0,0.0,0.0
Computer Vision,General;https://github.com/PointsCoder/VOTR;digital storage,flash memory,computer system recovery,program processors,object recognition,parallel computing,parallel programming,graphics processing unit;0.0,0.0,0.0,0.0,0.0,0.0
Computer Vision,General;https://github.com/surajkarki66/Generative-Model-Deep-Learning;spurious signal noise,white noise,physical layer security,wiretap channel,stochastic,random number generation,multiple antenna,gaussian distribution,secrecy capacity,signal to noise ratio;0.0,0.0,0.0,0.0,0.0,0.0
Computer Vision,General;https://github.com/iArunava/ResNet;proposed architectures,software architecture,embedded systems,software engineering,object oriented programming,pattern recognition,sensors,network architecture;0.0,0.0,0.0,0.0,0.0,0.0
Natural Language Processing,General;https://github.com/yumoh/speech-keras;machine learning,acoustic waves,character recognition,open source software,signal processing,source codes,software development;0.0,0.0,0.0,0.0,0.0,0.0
Natural Language Processing,General;https://github.com/pengshuyuan/Bert;semantics,education,scalable video coding,operating systems,linguistics,digital storage,machine learning,commerce,sensors,program processors,information retrieval,computer system recovery,software architecture,computer systems,cuda,storage allocation (computer),cloud computing,computational linguistics,buffer storage,cache memory,computational efficiency,character recognition,random access storage,inference engines,mathematics,artificial intelligence;0.0,0.0,0.0,0.0,0.0,0.0
Computer Vision,General;https://github.com/feidfoe/AdjustBnd4Imbalance;color image processing,software architecture,education,verification and validation,pattern recognition,image matching,image quality;0.0,0.0,0.0,0.0,0.0,0.0
Natural Language Processing,General;https://github.com/RenXiangyuan/tf_bert;semantics,scalable video coding,operating systems,linguistics,digital storage,machine learning,commerce,sensors,program processors,information retrieval,computer system recovery,software architecture,computer systems,cuda,storage allocation (computer),cloud computing,computational linguistics,buffer storage,grid computing,cache memory,computational efficiency,character recognition,random access storage,inference engines,artificial intelligence;0.0,0.0,0.0,0.0,0.0,0.0
Computer Vision,General;https://github.com/epfl-ml-reproducers/subspace-attack-reproduction;parameterization,mobile devices,computing environments,computer crime,cloud providers,commerce,network security,communication,random access storage,distributed database systems,cloud computing,regularization,software as a service,computing resource,computing paradigm,inverse problems;0.0,0.0,0.0,0.0,0.0,0.0
Natural Language Processing,General;https://github.com/hiun/learning-transformers;semantics,matrix algebra,visualization,text processing,linguistics,graph theory,stochastic,open source software,software development,multiplying circuits,data mining,translation (languages),image reconstruction,information theory,neural networks,source codes,computational linguistics,graphic methods,imaging systems,mathematical transformations,hierarchical system,correlation analysis,inference engines,mathematics,artificial intelligence;0.0,0.0,0.0,0.0,0.0,0.0
Natural Language Processing,General,Sequential;https://github.com/vGkatsis/Chat_Bot_DL;natural language processing,data privacy,user interfaces,neural networks,xml,image segmentation,program processors,mathematics;0.0,0.0,0.0,1.0,0.0,0.0
