Label;Repo;CSOS
General;https://github.com/nolanliou/PeopleSegmentationDemo;program processors,image compression,signal processing,field programmable gate array,digital signal processors,object oriented programming,computer programming languages,high level languages,object recognition,smart phones,image analysis,image processing,semantic gap,parallel processing systems,microprocessor chips,image quality,image coding,engineering,computer hardware,digital signal processing,computer programming,pattern recognition,telephone sets,mobile telecommunication systems,computer imaging and vision,semantic information,cbir,distributed systems,computer science,machine learning,mobile devices,mobile phones,communication channels,telecommunication networks,content based retrieval,distributed computer systems,artificial intelligence,mobile computing,wireless telecommunication systems,telecommunication systems,image retrieval,multimedia systems,computer systems,data communication systems,computer networks,communication systems,image enhancement,database systems,information retrieval,internet
General;https://github.com/wangbinglin1995/tianchi;numerical model,scripting languages,mathematics,high level languages,computer programming,computer science
General;https://github.com/nachiketaa/bert;sensors,random access storage,linguistics,inference engines,computational linguistics,information retrieval,machine learning,commerce,mathematics,education,computer system recovery,character recognition,program processors,computational efficiency,software architecture,operating systems,buffer storage,cache memory,storage allocation (computer),scalable video coding,cuda,computer systems,artificial intelligence,semantics,digital storage,cloud computing,computer hardware,parallel processing systems,microprocessor chips,database systems,computer science,economics,fault tolerant computer systems,data communication systems,pattern recognition,theoretical computer science,software design,telecommunication traffic,bandwidth,visual communication,video streaming,parallel programming,graphics processing unit,distributed systems,computer networks,distributed computer systems,software engineering,telecommunication networks,image coding,multimedia systems,parallel algorithms,parallel architectures,computer programming languages,telecommunication systems,image processing,internet,computer programming,computer imaging and vision
General;https://github.com/sdoria/SimpleSelfAttention;support vector machine,imaging systems,software architecture,image matching,image quality,parallel computing,software architecture patterns,parameterization,inverse problems,regularization,pattern recognition,color image processing,program processors,parallel programming,graphics processing unit,image analysis,image processing,object recognition,image retrieval,optical character recognition,digital image storage,classifiers,image reconstruction,software design,parallel architectures,numerical model,integral equations,machine learning,image segmentation,parallel processing systems,microprocessor chips,parallel algorithms,computer programming languages,computer imaging and vision,image enhancement,database systems,information retrieval,character recognition,image compression,software engineering,mathematics,numerical methods,artificial intelligence,distributed systems,computer hardware,computer programming,computer science,computer systems,image coding,distributed computer systems
General;https://github.com/Vious/LBAM_Pytorch;program processors,parallel computing,parallel programming,graphics processing unit,parallel processing systems,microprocessor chips,parallel architectures,parallel algorithms,computer programming languages,distributed systems,computer hardware,computer programming,distributed computer systems,computer science,computer systems
General;https://github.com/fdasilva59/Pix2Pix-Kubeflow-Demo;distributed database systems,commerce,cloud providers,mobile devices,computing paradigm,computing resource,computing environments,software as a service,communication,servers,fused images,hand held computers,mathematics,software architecture,engineering,image denoising,edge detection,de-noising,image matching,image quality,computer science,superresolution,imaging systems,sociology,sensor networks,cluster head,wireless sensor networks,cluster computing,optical fibers,correlation analysis,pattern recognition,color image processing,program processors,operating systems,image analysis,image processing,object recognition,image retrieval,quality of service,software architecture patterns,verification and validation,software development,optical character recognition,digital image storage,data communication systems,parallel processing systems,query languages,economics,virtual machines,virtualizations,grid computing,mobile computing,cloud computing,world wide web,security of data,image fusion,user interfaces,software design,image reconstruction,image enhancement,wavelet transforms,spurious signal noise,statistical methods,image segmentation,optical resolving power,routers,wireless telecommunication systems,routing algorithms,embedded systems,sensors,sensor nodes,clustering algorithms,wireless communications,energy utilization,parallel architectures,machine learning,microprocessor chips,computer imaging and vision,database systems,information retrieval,telecommunication traffic,bandwidth,software quality,software project,character recognition,image compression,computer systems,distributed systems,telecommunication networks,internet,computer security,sensor data fusion,data fusion,human computer interaction,software engineering,communication channels,signal to noise ratio,computer networks,communication systems,telecommunication systems,computer hardware,data mining,electricity,image coding,distributed computer systems,signal processing
General;https://github.com/abcp4/MyDarts;program processors,software architecture,random access storage,cuda,verification and validation,neural networks,parallel processing systems,microprocessor chips,software design,parallel programming,graphics processing unit,software quality,machine learning,distributed systems,computer hardware,software engineering,parallel algorithms,parallel architectures,computer programming languages,artificial intelligence,distributed computer systems,computer science,computer programming,computer systems
General;https://github.com/hill-a/stable-baselines;reinforcement learning,source codes,software systems,computer systems programming,computer software maintenance,computer programming languages,medium access control,wireless telecommunication systems,multiagent system,data privacy,computer science,electronic mail,parallel programming,machine learning,software engineering,software design,object oriented programming,computer programming,network protocols,computer networks,communication systems,telecommunication systems,artificial intelligence,privacy,internet,program processors,parallel algorithms,parallel architectures,computer systems,computer security,parallel processing systems,microprocessor chips,distributed systems,computer hardware,distributed computer systems
General;https://github.com/lukexyz/Language-Models;computational linguistics,data mining,program processors,visualization,neural networks,speech transmission,machine translations,inference engines,machine learning,text processing,support vector machine,artificial intelligence,natural languages,sales,database systems,computer science,parallel processing systems,microprocessor chips,human computer interaction,translation (languages),speech communication,information theory,information retrieval,linguistics,semantics,economics,computer systems,distributed systems,computer hardware,automata theory,communication,distributed computer systems,formal languages and automata theory,theoretical computer science
General;https://github.com/jolibrain/caffe;program processors,signal detection,approximation algorithms,signal reconstruction,software architecture,digital storage,flash memory,classification methods,object recognition,image analysis,image processing,software engineering,parallel processing systems,microprocessor chips,signal processing,graph theory,approximation theory,software design,computer hardware,embedded systems,computer systems,pattern recognition,computer imaging and vision,computer science,distributed systems,engineering,theoretical computer science,mathematics,machine learning,distributed computer systems,artificial intelligence
General;https://github.com/sidneykingsley/fyp;education,world wide web,intelligent control,intelligent systems,software architecture,software development,internet,artificial intelligence,computer systems,software design,software project,computer science,software engineering
General;https://github.com/huggingface/transformers;question answering,imaging systems,computational linguistics,information retrieval,education,neural networks,virtual reality,knowledge representation,translation (languages),information theory,data mining,information analysis,computer imaging and vision,object recognition,pattern recognition,text processing,image analysis,image processing,artificial intelligence,linguistics,digital image storage,image reconstruction,database systems,computer science,machine learning,human computer interaction,knowledge based systems,automata theory,communication,information systems,image compression,computer systems,formal languages and automata theory,image quality,image coding,theoretical computer science
General;https://github.com/insigh/THUMT;translation (languages),information theory,software engineering,mathematics,linguistics,semantics,artificial intelligence,computational linguistics,automata theory,communication,computer science,database systems,formal languages and automata theory,computer systems,theoretical computer science
General;https://github.com/af-ai-center/bert;scalable video coding,software architecture,program processors,linguistics,semantics,artificial intelligence,visual communication,video streaming,software design,parallel processing systems,microprocessor chips,computer science,image coding,multimedia systems,software engineering,distributed systems,computer hardware,image processing,internet,distributed computer systems,computer imaging and vision,computer systems
General;https://github.com/enhuiz/transformer-pytorch;natural language processing,translation (languages),information theory,computational linguistics,speech communication,computer aided language translation,statistical machine translation,artificial intelligence,natural languages,automata theory,linguistics,communication,database systems,speech transmission,statistical methods,computer science,semantics,formal languages and automata theory,computer systems,correlation analysis,theoretical computer science,mathematics
General;https://github.com/rwightman/efficientnet-jax;distributed database systems,commerce,cloud providers,mobile devices,computing paradigm,computing resource,computing environments,software as a service,communication,program processors,human engineering,mathematics,parallel programming,graphics processing unit,verification and validation,parallel computing,multi path routing,inference engines,bayesian methods,probability distributions,data communication systems,parallel processing systems,query languages,economics,virtual machines,virtualizations,grid computing,mobile computing,cloud computing,microprocessor chips,human computer interaction,parallel algorithms,parallel architectures,computer programming languages,software quality,routing protocols,routing algorithms,artificial intelligence,probability,computer systems,distributed systems,database systems,wireless telecommunication systems,telecommunication networks,computer hardware,computer science,computer programming,software design,routers,computer networks,distributed computer systems,communication systems,telecommunication systems,software engineering,telecommunication traffic,bandwidth
General;https://github.com/StillKeepTry/Transformer-PyTorch;program processors,cuda,neural networks,social networks,speech transmission,machine translations,computer system recovery,parallel processing systems,microprocessor chips,parallel programming,graphics processing unit,machine learning,world wide web,natural language processing,translation (languages),speech communication,information theory,operating systems,fault tolerant computer systems,data communication systems,distributed systems,computer hardware,parallel algorithms,parallel architectures,computer programming languages,artificial intelligence,internet,natural languages,computational linguistics,automata theory,linguistics,communication,computer science,computer networks,distributed computer systems,computer systems,computer programming,semantics,database systems,formal languages and automata theory,theoretical computer science
General;https://github.com/nahliabdelwahed/Face-Image-Deblurring;face recognition,program processors,signal detection,adaptive boosting,evolutionary algorithms,gyroscopes,signal to noise ratio,intrusion detection,image restoration,pattern recognition,image processing,parallel processing systems,microprocessor chips,signal processing,classifiers,genetic algorithms,accelerometers,computer crime,image reconstruction,image enhancement,machine learning,computer imaging and vision,distributed systems,computer hardware,engineering,artificial intelligence,sensors,security of data,image analysis,computer science,distributed computer systems,computer security,computer systems
General;https://github.com/d-li14/mobilenetv3.pytorch;software architecture,geodetic satellites,proposed architectures,verification and validation,software engineering,object oriented programming,network architecture,embedded systems,sensors,software design,synthetic aperture radar,geology,field programmable gate array,software quality,computer science,computer programming,computer networks,computer systems,computer hardware,imaging systems,radar,image reconstruction,signal processing,image analysis,image processing,engineering,computer imaging and vision
General;https://github.com/google-research/google-research;text mining,information retrieval systems,computer aided design,recommender systems,text processing,database systems,information retrieval,computer science,natural language processing,computational linguistics,data mining,computer systems,artificial intelligence,natural languages,linguistics,semantics
General;https://github.com/CarpdiemLiang/style_transfer;signal detection,object recognition,image retrieval,imaging systems,communication channels,signal to noise ratio,neural networks,computer system recovery,inference engines,signal processing,pattern recognition,image segmentation,image enhancement,database systems,information retrieval,image reconstruction,wireless telecommunication systems,machine learning,operating systems,fault tolerant computer systems,data communication systems,artificial intelligence,engineering,image analysis,image processing,computer systems,computer science,computer networks,communication systems,telecommunication systems,distributed computer systems,computer imaging and vision
General;https://github.com/Brainkite/Sketch_Augmented;digital holography,image matching,image quality,content based retrieval,compression ratio (machinery),compression algorithms,digital image storage,machine learning,computer science,pattern recognition,color image processing,image analysis,image processing,image reconstruction,image coding,object recognition,image retrieval,imaging systems,world wide web,optical character recognition,holographic interferometry,multimedia systems,data compression,database systems,computer imaging and vision,information retrieval,internet,character recognition,optical data processing,computer systems
General;https://github.com/brightmart/bert_customized;sensors,random access storage,linguistics,inference engines,computational linguistics,information retrieval,machine learning,commerce,mathematics,education,computer system recovery,character recognition,program processors,computational efficiency,software architecture,operating systems,buffer storage,cache memory,storage allocation (computer),scalable video coding,cuda,computer systems,artificial intelligence,semantics,digital storage,cloud computing,computer hardware,parallel processing systems,microprocessor chips,database systems,computer science,economics,fault tolerant computer systems,data communication systems,pattern recognition,theoretical computer science,software design,telecommunication traffic,bandwidth,visual communication,video streaming,parallel programming,graphics processing unit,distributed systems,computer networks,distributed computer systems,software engineering,telecommunication networks,image coding,multimedia systems,parallel algorithms,parallel architectures,computer programming languages,telecommunication systems,image processing,internet,computer programming,computer imaging and vision
General;https://github.com/BIYTC/mobilenet_maskrcnn;program processors,signal detection,attribute weight,random access storage,parallel programming,graphics processing unit,inference engines,game theory,intrusion detection,neural networks,bayesian methods,probability distributions,parallel processing systems,microprocessor chips,signal processing,multiple attribute decision making,parallel algorithms,parallel architectures,computer programming languages,artificial intelligence,computer crime,machine learning,probability,distributed systems,computer hardware,engineering,illustrative examples,computer programming,computer science,security of data,mathematics,distributed computer systems,linear matrix inequalities,computer security,computer systems,matrix algebra
General;https://github.com/Zehui127/SQUAD_BERT;sensors,random access storage,linguistics,inference engines,computational linguistics,information retrieval,machine learning,commerce,mathematics,education,computer system recovery,character recognition,program processors,computational efficiency,software architecture,operating systems,buffer storage,cache memory,storage allocation (computer),scalable video coding,cuda,computer systems,artificial intelligence,semantics,digital storage,cloud computing,computer hardware,parallel processing systems,microprocessor chips,database systems,computer science,economics,fault tolerant computer systems,data communication systems,pattern recognition,theoretical computer science,software design,telecommunication traffic,bandwidth,visual communication,video streaming,parallel programming,graphics processing unit,distributed systems,computer networks,distributed computer systems,software engineering,telecommunication networks,image coding,multimedia systems,parallel algorithms,parallel architectures,computer programming languages,telecommunication systems,image processing,internet,computer programming,computer imaging and vision
General;https://github.com/marload/ConvNets-TensorFlow2;fiber optic networks,local area networks,bandwidth,computer science,software architecture,neural networks,proposed architectures,software engineering,object oriented programming,network architecture,embedded systems,sensors,wireless telecommunication systems,software design,machine learning,field programmable gate array,computer programming,computer systems,computer hardware,communication systems,telecommunication systems,artificial intelligence
General;https://github.com/catalyst-team/gan;computer programming,human computer interaction,software development,source codes,open source software,formal methods,computer science,software project,software architecture,software engineering,software,formal logic,software design,artificial intelligence
General;https://github.com/adrienchaton/BERGAN;program processors,image reconstruction,matrix factorizations,inference engines,signal processing,music genre classification,correlation analysis,gaussian distribution,parallel processing systems,microprocessor chips,image analysis,image processing,recommender systems,factorization,artificial intelligence,engineering,music information retrieval,classification methods,mathematics,gaussian noise (electronic),distributed systems,computer hardware,computer imaging and vision,information retrieval,matrix algebra,computer science,computer systems,signal to noise ratio,distributed computer systems
General;https://github.com/s9891326/Fine-Tuning-BERT;through silicon vias,program processors,random access storage,image resolution,inference engines,electronics packaging,integrated circuits,parallel processing systems,microprocessor chips,image reconstruction,artificial intelligence,integrated circuit layout,computer hardware,distributed systems,image analysis,image processing,computer science,vlsi circuits,computer aided design,distributed computer systems,computer imaging and vision,computer systems
General;https://github.com/roop-pal/Meta-Learning-for-StarCraft-II-Minigames;reinforcement learning,multiagent system,neural networks,cuda,program processors,gpu,state space methods,human computer interaction,machine learning,artificial intelligence,parallel programming,graphics processing unit,parallel processing systems,microprocessor chips,matrix algebra,computer science,parallel algorithms,parallel architectures,computer programming languages,distributed systems,computer hardware,mathematics,computer programming,distributed computer systems,computer systems
General;https://github.com/implus/PytorchInsight;program processors,imaging systems,machine learning,computer imaging and vision,image reconstruction,cuda,parallel processing systems,microprocessor chips,artificial intelligence,computer science,image analysis,image processing,parallel programming,graphics processing unit,distributed systems,computer hardware,parallel algorithms,parallel architectures,computer programming languages,distributed computer systems,computer programming,computer systems
General;https://github.com/AssafSinger94/sigmorphon-2020-inflection;cloud computing,information management,resource discovery,network virtualization,virtual machines,scripting languages,computer systems,information technology,database systems,peer-to-peer,grid computing,network management,virtual networks,high level languages,computer science,internet,computer networks,distributed computer systems,parallel processing systems,network architecture,telecommunication networks,virtualizations,computer programming,distributed systems,telecommunication systems
General;https://github.com/sarus-tech/tf2-published-models;image reconstruction,recommender systems,personal information,education,quantization,visualization,image analysis,image processing,information retrieval,privacy,image compression,signal processing,human computer interaction,computer imaging and vision,computer science,computer security,image quality,image coding,engineering
General;https://github.com/AD2605/Action-Recognition;video streaming,gesture recognition,motion estimation,education,visualization,image coding,multimedia systems,pattern recognition,computer vision,human computer interaction,image processing,internet,machine learning,computer imaging and vision,computer science,artificial intelligence
General;https://github.com/ikigai-aa/Face-Mask-Detector-using-MobileNetV2;face recognition,imaging systems,computer imaging and vision,classification methods,machine learning,human computer interaction,education,computer science,pattern recognition,image processing,image reconstruction,computer systems,artificial intelligence,image analysis
General;https://github.com/pytorch/fairseq;speech communication,image compression,signal processing,random access storage,neural networks,social networks,machine learning,stream ciphers,binary sequences,natural language processing,statistical methods,commerce,computer aided language translation,hidden markov models,telephone sets,telephone systems,hidden markov model (hmm),data visualization,translation (languages),information theory,program processors,video streaming,structures (built objects),damage detection,parallel architectures,social media,computational linguistics,linguistics,image quality,image coding,engineering,parallel processing systems,microprocessor chips,world wide web,artificial intelligence,security of data,cryptography,natural languages,correlation analysis,economics,speech transmission,markov processes,mobile devices,mobile phones,telephone,telecommunication equipment,visualization,automata theory,communication,multimedia systems,structural health monitoring,database systems,image analysis,image processing,distributed systems,computer hardware,internet,computer science,computer security,cryptology,semantics,mathematics,mobile computing,wireless telecommunication systems,sensors,human computer interaction,formal languages and automata theory,computer systems,computer imaging and vision,distributed computer systems,telecommunication networks,data communication systems,computer networks,communication systems,telecommunication systems,theoretical computer science
General;https://github.com/RuiLiFeng/LAE;program processors,parallel programming,graphics processing unit,image analysis,image processing,parallel computing,dynamic random access storage,matrix factorizations,operating systems,buffer storage,cache memory,storage allocation (computer),correlation analysis,parallel processing systems,microprocessor chips,parallel algorithms,parallel architectures,computer programming languages,computer imaging and vision,embedded systems,recommender systems,factorization,computer science,telecommunication traffic,bandwidth,data communication systems,mathematics,distributed systems,computer hardware,computer programming,computer systems,information retrieval,matrix algebra,telecommunication networks,computer networks,distributed computer systems,telecommunication systems
General;https://github.com/jindongwang/transferlearning;natural language processing,translation (languages),information theory,computational linguistics,data mining,structures (built objects),damage detection,pattern recognition,ubiquitous computing,sensors,denotational semantics,topology,world wide web,knowledge representation,linguistics,knowledge management,artificial intelligence,computer systems,automata theory,communication,database systems,computer science,structural health monitoring,engineering,machine learning,user interfaces,computer hardware,operational semantics,internet,knowledge based systems,formal languages and automata theory,human computer interaction,computer programming languages,theoretical computer science,computer programming
General;https://github.com/ays-dev/keras-transformer;natural language processing,translation (languages),information theory,speech transmission,statistical methods,computer aided language translation,artificial intelligence,natural languages,computational linguistics,automata theory,linguistics,communication,speech communication,correlation analysis,computer science,semantics,database systems,formal languages and automata theory,mathematics,computer systems,theoretical computer science
General;https://github.com/facebookresearch/video-nonlocal-net;program processors,video streaming,image reconstruction,cuda,social networks,parallel processing systems,microprocessor chips,image coding,multimedia systems,image analysis,image processing,parallel programming,graphics processing unit,world wide web,distributed systems,computer hardware,internet,computer imaging and vision,parallel algorithms,parallel architectures,computer programming languages,distributed computer systems,computer science,computer programming,computer systems
General;https://github.com/sivaole/Face_Detection;face recognition,object recognition,pattern recognition,image processing,image segmentation,machine learning,computer imaging and vision,image analysis,artificial intelligence,computer science
General;https://github.com/Rohed/ml-1;program processors,computer science,object recognition,machine learning,computer systems,parallel processing systems,microprocessor chips,pattern recognition,image segmentation,artificial intelligence,distributed systems,image analysis,image processing,distributed computer systems,computer imaging and vision
General;https://github.com/Our4514/CAGFUZZ;image analysis,image processing,content based retrieval,object recognition,image retrieval,imaging systems,image matching,image quality,pattern recognition,color image processing,optical character recognition,digital image storage,computer imaging and vision,multimedia systems,image segmentation,image enhancement,database systems,information retrieval,image reconstruction,machine learning,character recognition,image compression,computer science,internet,computer systems,artificial intelligence,image coding
General;https://github.com/dzqjorking/transpose;sensors,random access storage,linguistics,inference engines,computational linguistics,information retrieval,machine learning,commerce,computer system recovery,character recognition,program processors,computational efficiency,software architecture,grid computing,operating systems,buffer storage,cache memory,storage allocation (computer),scalable video coding,cuda,computer systems,artificial intelligence,semantics,digital storage,cloud computing,computer hardware,parallel processing systems,microprocessor chips,database systems,computer science,economics,fault tolerant computer systems,data communication systems,pattern recognition,theoretical computer science,software design,telecommunication traffic,bandwidth,visual communication,video streaming,parallel programming,graphics processing unit,distributed systems,computer networks,distributed computer systems,software engineering,telecommunication networks,image coding,multimedia systems,parallel algorithms,parallel architectures,computer programming languages,telecommunication systems,image processing,internet,computer programming,computer imaging and vision
