Labels;Repo;Predictions;Probabilities
General,Computer Vision;https://github.com/MarkHershey/arxiv-dl;local area networks,routing algorithms,wireless communications,storage allocation (computer),energy utilization,world wide web,internet protocols,electronic publishing,multicasts,bandwidth,semantics,microprocessor chips,internet,telecommunication networks,computer hardware,cache memory,routers,sensor nodes,distributed computer systems,wireless telecommunication systems,telecommunication systems,computer systems,mobile telecommunication systems,communication channels,ad hoc networks,engineering,communication systems,wireless sensor networks,routing protocols,data communication systems,buffer storage,wireless local area networks (wlan),operating systems,computer networks,quality of service,telecommunication traffic,electricity,distributed systems,computer science,ontology,parallel processing systems,sensors;0.0,0.0,0.0,0.0,0.0,0.0
General,Computer Vision;https://github.com/yhenon/pytorch-retinanet;engineering,image analysis,artificial intelligence,computer science,verification and validation,image processing,image segmentation,computer imaging and vision,software design,signal detection,object recognition,software quality,signal processing,machine learning,software engineering,pattern recognition,human computer interaction;0.0,0.0,0.0,0.0,0.0,0.0
Reinforcement Learning,General;https://github.com/nikhilbarhate99/TD3-PyTorch-BipedalWalker-v2;local area networks,biped locomotion,routing algorithms,internet protocols,multicasts,bandwidth,robotics,telecommunication networks,robots,industrial robots,computer hardware,routers,multipurpose robots,wireless telecommunication systems,telecommunication systems,computer systems,mobile telecommunication systems,communication channels,ad hoc networks,communication systems,routing protocols,wireless local area networks (wlan),data communication systems,intelligent robots,computer networks,anthropomorphic robots,machine design,quality of service,telecommunication traffic,motion planning,humanoid robot,robot learning,computer science,mobile robots,motion control,sensors,artificial intelligence;0.0,0.0,0.0,0.0,0.0,0.0
General,Computer Vision;https://github.com/jndeng/DACSDC-DeepZ;computer programming languages,world wide web,program compilers,parallel programming,inference engines,internet,microprocessor chips,embedded systems,program processors,probability distributions,computer hardware,distributed computer systems,bayesian methods,probability,mathematics,computer systems,parallel architectures,database systems,flash memory,distributed systems,computer science,intelligent systems,intelligent control,parallel algorithms,parallel processing systems,graphics processing unit,computer programming,artificial intelligence;0.0,0.0,0.0,0.0,0.0,0.0
General,Computer Vision;https://github.com/nolanliou/PeopleSegmentationDemo;mobile computing,high level languages,information retrieval,computer programming languages,field programmable gate array,signal processing,digital signal processing,semantic information,mobile devices,cbir,computer hardware,microprocessor chips,telecommunication networks,program processors,image analysis,internet,distributed computer systems,digital signal processors,wireless telecommunication systems,telecommunication systems,computer systems,mobile telecommunication systems,pattern recognition,communication channels,database systems,image compression,engineering,content based retrieval,communication systems,data communication systems,object oriented programming,computer networks,machine learning,semantic gap,image retrieval,multimedia systems,mobile phones,computer imaging and vision,image enhancement,distributed systems,computer science,image processing,image coding,telephone sets,parallel processing systems,object recognition,image quality,computer programming,smart phones,artificial intelligence;0.0,0.0,0.0,0.0,0.0,0.0
General,Computer Vision;https://github.com/wangbinglin1995/tianchi;computer programming,high level languages,computer science,scripting languages,numerical model,mathematics;0.0,0.0,0.0,0.0,0.0,0.0
General,Natural Language Processing;https://github.com/nachiketaa/bert;information retrieval,computer programming,computer programming languages,storage allocation (computer),economics,character recognition,parallel programming,computational linguistics,linguistics,inference engines,random access storage,cuda,semantics,computer hardware,microprocessor chips,program processors,scalable video coding,cache memory,bandwidth,telecommunication networks,internet,computational efficiency,distributed computer systems,telecommunication systems,commerce,computer systems,computer system recovery,cloud computing,pattern recognition,parallel architectures,database systems,data communication systems,buffer storage,operating systems,computer networks,software design,machine learning,software architecture,theoretical computer science,telecommunication traffic,multimedia systems,video streaming,computer imaging and vision,distributed systems,education,computer science,image coding,image processing,digital storage,parallel algorithms,sensors,parallel processing systems,visual communication,software engineering,fault tolerant computer systems,graphics processing unit,mathematics,artificial intelligence;0.0,0.0,0.0,0.0,0.0,0.0
General,Computer Vision;https://github.com/sdoria/SimpleSelfAttention;information retrieval,computer programming,artificial intelligence,color image processing,computer programming languages,character recognition,parallel programming,support vector machine,parameterization,computer hardware,microprocessor chips,program processors,image analysis,classifiers,numerical methods,digital image storage,distributed computer systems,imaging systems,software architecture patterns,numerical model,parallel architectures,computer systems,pattern recognition,database systems,image compression,image reconstruction,inverse problems,software design,machine learning,software architecture,regularization,image retrieval,image matching,integral equations,computer imaging and vision,image enhancement,distributed systems,computer science,image processing,image coding,image segmentation,parallel algorithms,parallel processing systems,object recognition,image quality,optical character recognition,software engineering,parallel computing,mathematics,graphics processing unit;0.0,0.0,0.0,0.0,0.0,0.0
General,Computer Vision;https://github.com/Vious/LBAM_Pytorch;program processors,computer programming,distributed systems,computer systems,computer science,computer programming languages,microprocessor chips,distributed computer systems,parallel algorithms,parallel programming,parallel processing systems,parallel computing,parallel architectures,computer hardware,graphics processing unit;0.0,0.0,0.0,0.0,0.0,0.0
General,Computer Vision;https://github.com/fdasilva59/Pix2Pix-Kubeflow-Demo;routing algorithms,image denoising,computing resource,signal to noise ratio,computing paradigm,software development,internet,edge detection,distributed database systems,software project,communication channels,communication systems,wireless sensor networks,verification and validation,sociology,software design,quality of service,wavelet transforms,software architecture,sensor data fusion,de-noising,image processing,parallel processing systems,sensors,image quality,software engineering,mathematics,virtualizations,clustering algorithms,communication,mobile devices,embedded systems,microprocessor chips,imaging systems,query languages,pattern recognition,image reconstruction,data communication systems,operating systems,telecommunication traffic,image retrieval,computer imaging and vision,data fusion,cluster computing,servers,mobile computing,information retrieval,optical fibers,color image processing,spurious signal noise,wireless communications,data mining,world wide web,character recognition,correlation analysis,signal processing,computer hardware,telecommunication networks,program processors,image analysis,routers,user interfaces,sensor nodes,wireless telecommunication systems,parallel architectures,cloud providers,security of data,electricity,image enhancement,distributed systems,computer science,image segmentation,object recognition,energy utilization,economics,computing environments,fused images,image fusion,bandwidth,digital image storage,distributed computer systems,software architecture patterns,software quality,telecommunication systems,commerce,sensor networks,computer systems,cloud computing,optical resolving power,database systems,engineering,image compression,hand held computers,superresolution,computer networks,statistical methods,machine learning,virtual machines,image matching,human computer interaction,software as a service,image coding,computer security,optical character recognition,grid computing,cluster head;0.0,0.0,0.0,0.0,0.0,0.0
General;https://github.com/abcp4/MyDarts;artificial intelligence,computer programming languages,parallel programming,cuda,random access storage,computer hardware,microprocessor chips,program processors,distributed computer systems,software quality,parallel architectures,computer systems,verification and validation,software design,machine learning,software architecture,distributed systems,computer science,neural networks,parallel algorithms,parallel processing systems,software engineering,computer programming,graphics processing unit;0.0,0.0,0.0,0.0,0.0,0.0
Reinforcement Learning,General;https://github.com/hill-a/stable-baselines;artificial intelligence,computer systems programming,source codes,computer programming languages,parallel programming,internet,microprocessor chips,computer hardware,program processors,distributed computer systems,multiagent system,privacy,wireless telecommunication systems,telecommunication systems,reinforcement learning,parallel architectures,computer systems,communication systems,computer software maintenance,object oriented programming,software design,computer networks,machine learning,data privacy,distributed systems,software systems,computer science,parallel algorithms,electronic mail,parallel processing systems,computer security,medium access control,software engineering,computer programming,network protocols;0.0,0.0,0.0,0.0,1.0,0.0
General,Natural Language Processing;https://github.com/lukexyz/Language-Models;information retrieval,data mining,economics,support vector machine,computational linguistics,linguistics,inference engines,information theory,automata theory,semantics,computer hardware,microprocessor chips,communication,program processors,formal languages and automata theory,translation (languages),sales,distributed computer systems,visualization,computer systems,database systems,machine learning,theoretical computer science,text processing,speech transmission,natural languages,human computer interaction,distributed systems,speech communication,computer science,neural networks,parallel processing systems,machine translations,artificial intelligence;0.0,0.0,0.0,0.0,0.0,0.0
General,Computer Vision;https://github.com/jolibrain/caffe;signal processing,computer hardware,microprocessor chips,embedded systems,program processors,image analysis,distributed computer systems,approximation theory,signal reconstruction,computer systems,approximation algorithms,pattern recognition,graph theory,engineering,flash memory,software design,signal detection,theoretical computer science,software architecture,machine learning,computer imaging and vision,distributed systems,computer science,image processing,digital storage,classification methods,parallel processing systems,object recognition,software engineering,mathematics,artificial intelligence;0.0,0.0,0.0,0.0,0.0,0.0
General,Computer Vision;https://github.com/sidneykingsley/fyp;education,computer science,intelligent systems,intelligent control,world wide web,software design,software development,software project,software architecture,software engineering,computer systems,internet,artificial intelligence;0.0,0.0,0.0,0.0,0.0,0.0
Sequential,Computer Vision,Natural Language Processing,General,Audio;https://github.com/huggingface/transformers;information retrieval,data mining,knowledge representation,computational linguistics,linguistics,information theory,automata theory,communication,information systems,knowledge based systems,image analysis,formal languages and automata theory,translation (languages),digital image storage,imaging systems,virtual reality,information analysis,computer systems,pattern recognition,question answering,database systems,image compression,image reconstruction,machine learning,theoretical computer science,text processing,computer imaging and vision,human computer interaction,education,computer science,image processing,image coding,neural networks,object recognition,image quality,artificial intelligence;0.0,0.0,0.0,0.0,0.0,0.0
General,Natural Language Processing;https://github.com/insigh/THUMT;formal languages and automata theory,computer systems,translation (languages),computer science,communication,automata theory,semantics,theoretical computer science,computational linguistics,linguistics,software engineering,information theory,mathematics,artificial intelligence,database systems;0.0,0.0,0.0,0.0,0.0,0.0
General,Natural Language Processing;https://github.com/af-ai-center/bert;linguistics,semantics,internet,microprocessor chips,computer hardware,scalable video coding,program processors,distributed computer systems,computer systems,software design,software architecture,multimedia systems,video streaming,computer imaging and vision,distributed systems,computer science,image coding,image processing,parallel processing systems,visual communication,software engineering,artificial intelligence;0.0,0.0,0.0,0.0,0.0,0.0
General,Natural Language Processing;https://github.com/enhuiz/transformer-pytorch;statistical machine translation,computational linguistics,correlation analysis,linguistics,automata theory,communication,information theory,semantics,formal languages and automata theory,translation (languages),computer systems,database systems,computer aided language translation,statistical methods,theoretical computer science,natural language processing,speech transmission,natural languages,speech communication,computer science,mathematics,artificial intelligence;0.0,0.0,0.0,1.0,0.0,0.0
General,Computer Vision;https://github.com/rwightman/efficientnet-jax;mobile computing,computer programming,artificial intelligence,routing algorithms,computing resource,virtualizations,computer programming languages,economics,computing paradigm,parallel programming,computing environments,inference engines,communication,mobile devices,bandwidth,computer hardware,microprocessor chips,telecommunication networks,program processors,probability distributions,distributed database systems,routers,distributed computer systems,bayesian methods,query languages,probability,software quality,wireless telecommunication systems,telecommunication systems,commerce,parallel architectures,computer systems,cloud computing,database systems,communication systems,cloud providers,verification and validation,routing protocols,data communication systems,grid computing,computer networks,software design,virtual machines,telecommunication traffic,human engineering,human computer interaction,distributed systems,computer science,software as a service,parallel algorithms,parallel processing systems,software engineering,parallel computing,multi path routing,mathematics,graphics processing unit;0.0,0.0,0.0,0.0,0.0,0.0
General,Natural Language Processing;https://github.com/StillKeepTry/Transformer-PyTorch;computer programming,artificial intelligence,computer programming languages,world wide web,parallel programming,computational linguistics,linguistics,information theory,cuda,automata theory,computer hardware,microprocessor chips,internet,program processors,communication,translation (languages),semantics,formal languages and automata theory,distributed computer systems,parallel architectures,computer system recovery,computer systems,database systems,data communication systems,operating systems,computer networks,machine learning,theoretical computer science,natural language processing,speech transmission,natural languages,distributed systems,speech communication,computer science,neural networks,parallel algorithms,parallel processing systems,machine translations,fault tolerant computer systems,social networks,graphics processing unit;0.0,0.0,0.0,1.0,0.0,0.0
General,Computer Vision;https://github.com/nahliabdelwahed/Face-Image-Deblurring;accelerometers,signal to noise ratio,signal processing,computer hardware,microprocessor chips,program processors,classifiers,image analysis,distributed computer systems,adaptive boosting,computer systems,pattern recognition,evolutionary algorithms,engineering,face recognition,image reconstruction,computer crime,signal detection,machine learning,gyroscopes,genetic algorithms,image restoration,security of data,computer imaging and vision,image enhancement,intrusion detection,distributed systems,computer science,image processing,parallel processing systems,sensors,computer security,artificial intelligence;0.0,0.0,0.0,0.0,0.0,0.0
General,Computer Vision;https://github.com/d-li14/mobilenetv3.pytorch;field programmable gate array,signal processing,network architecture,computer hardware,embedded systems,image analysis,geodetic satellites,imaging systems,software quality,radar,computer systems,engineering,verification and validation,image reconstruction,object oriented programming,software design,computer networks,software architecture,computer imaging and vision,computer science,image processing,synthetic aperture radar,geology,sensors,software engineering,computer programming,proposed architectures;0.0,0.0,0.0,0.0,0.0,0.0
Reinforcement Learning,Computer Vision,Natural Language Processing,General,Graphs;https://github.com/google-research/google-research;information retrieval,computer science,information retrieval systems,data mining,natural languages,database systems,text processing,natural language processing,computational linguistics,linguistics,computer aided design,computer systems,recommender systems,semantics,artificial intelligence,text mining;0.0,0.0,0.0,1.0,0.0,0.0
General,Computer Vision;https://github.com/CarpdiemLiang/style_transfer;information retrieval,signal to noise ratio,signal processing,inference engines,image analysis,distributed computer systems,imaging systems,wireless telecommunication systems,telecommunication systems,computer systems,computer system recovery,pattern recognition,communication channels,database systems,engineering,communication systems,image reconstruction,data communication systems,operating systems,computer networks,signal detection,machine learning,image retrieval,computer imaging and vision,image enhancement,computer science,image processing,image segmentation,neural networks,object recognition,fault tolerant computer systems,artificial intelligence;0.0,0.0,0.0,0.0,0.0,0.0
General,Computer Vision;https://github.com/Brainkite/Sketch_Augmented;information retrieval,color image processing,world wide web,character recognition,compression algorithms,internet,image analysis,optical data processing,digital image storage,imaging systems,holographic interferometry,computer systems,pattern recognition,database systems,content based retrieval,image reconstruction,data compression,machine learning,compression ratio (machinery),image retrieval,multimedia systems,image matching,computer imaging and vision,computer science,image processing,image coding,object recognition,image quality,digital holography,optical character recognition;0.0,0.0,0.0,0.0,0.0,0.0
General,Natural Language Processing;https://github.com/brightmart/bert_customized;information retrieval,computer programming,computer programming languages,storage allocation (computer),economics,character recognition,parallel programming,computational linguistics,linguistics,inference engines,random access storage,cuda,semantics,computer hardware,microprocessor chips,program processors,scalable video coding,cache memory,bandwidth,telecommunication networks,internet,computational efficiency,distributed computer systems,telecommunication systems,commerce,computer systems,computer system recovery,cloud computing,pattern recognition,parallel architectures,database systems,data communication systems,buffer storage,operating systems,computer networks,software design,machine learning,software architecture,theoretical computer science,telecommunication traffic,multimedia systems,video streaming,computer imaging and vision,distributed systems,education,computer science,image coding,image processing,digital storage,parallel algorithms,sensors,parallel processing systems,visual communication,software engineering,fault tolerant computer systems,graphics processing unit,mathematics,artificial intelligence;0.0,0.0,0.0,0.0,0.0,0.0
General,Computer Vision;https://github.com/BIYTC/mobilenet_maskrcnn;artificial intelligence,game theory,computer programming languages,parallel programming,signal processing,matrix algebra,inference engines,random access storage,computer hardware,microprocessor chips,program processors,probability distributions,linear matrix inequalities,illustrative examples,distributed computer systems,bayesian methods,probability,mathematics,parallel architectures,computer systems,multiple attribute decision making,engineering,computer crime,signal detection,machine learning,security of data,intrusion detection,distributed systems,attribute weight,computer science,neural networks,parallel algorithms,parallel processing systems,computer security,computer programming,graphics processing unit;0.0,0.0,0.0,0.0,0.0,0.0
General,Natural Language Processing;https://github.com/Zehui127/SQUAD_BERT;information retrieval,computer programming,computer programming languages,storage allocation (computer),economics,character recognition,parallel programming,computational linguistics,linguistics,inference engines,random access storage,cuda,semantics,computer hardware,microprocessor chips,program processors,scalable video coding,cache memory,bandwidth,telecommunication networks,internet,computational efficiency,distributed computer systems,telecommunication systems,commerce,computer systems,computer system recovery,cloud computing,pattern recognition,parallel architectures,database systems,data communication systems,buffer storage,operating systems,computer networks,software design,machine learning,software architecture,theoretical computer science,telecommunication traffic,multimedia systems,video streaming,computer imaging and vision,distributed systems,education,computer science,image coding,image processing,digital storage,parallel algorithms,sensors,parallel processing systems,visual communication,software engineering,fault tolerant computer systems,graphics processing unit,mathematics,artificial intelligence;0.0,0.0,0.0,0.0,0.0,0.0
General,Computer Vision;https://github.com/marload/ConvNets-TensorFlow2;local area networks,artificial intelligence,field programmable gate array,network architecture,computer hardware,embedded systems,bandwidth,wireless telecommunication systems,telecommunication systems,computer systems,fiber optic networks,communication systems,object oriented programming,software design,machine learning,software architecture,computer science,neural networks,sensors,software engineering,computer programming,proposed architectures;0.0,0.0,0.0,0.0,0.0,0.0
General,Computer Vision;https://github.com/catalyst-team/gan;artificial intelligence,computer science,source codes,formal logic,formal methods,open source software,software project,software development,software,software design,software architecture,software engineering,computer programming,human computer interaction;0.0,0.0,0.0,0.0,0.0,0.0
General,Audio;https://github.com/adrienchaton/BERGAN;information retrieval,signal to noise ratio,gaussian distribution,signal processing,correlation analysis,matrix algebra,inference engines,computer hardware,microprocessor chips,program processors,image analysis,distributed computer systems,computer systems,recommender systems,engineering,music information retrieval,image reconstruction,gaussian noise (electronic),matrix factorizations,computer imaging and vision,factorization,distributed systems,computer science,image processing,classification methods,parallel processing systems,music genre classification,mathematics,artificial intelligence;0.0,0.0,0.0,0.0,0.0,0.0
General,Natural Language Processing;https://github.com/s9891326/Fine-Tuning-BERT;vlsi circuits,electronics packaging,computer aided design,inference engines,random access storage,computer hardware,microprocessor chips,program processors,image analysis,distributed computer systems,image resolution,computer systems,integrated circuit layout,image reconstruction,computer imaging and vision,through silicon vias,distributed systems,computer science,image processing,parallel processing systems,integrated circuits,artificial intelligence;0.0,0.0,0.0,0.0,0.0,0.0
Reinforcement Learning,General;https://github.com/roop-pal/Meta-Learning-for-StarCraft-II-Minigames;computer programming,state space methods,computer programming languages,parallel programming,matrix algebra,cuda,computer hardware,microprocessor chips,program processors,distributed computer systems,multiagent system,reinforcement learning,parallel architectures,computer systems,machine learning,gpu,human computer interaction,distributed systems,computer science,neural networks,parallel algorithms,parallel processing systems,graphics processing unit,mathematics,artificial intelligence;0.0,0.0,0.0,0.0,1.0,0.0
General,Computer Vision;https://github.com/implus/PytorchInsight;computer programming languages,parallel programming,cuda,computer hardware,microprocessor chips,program processors,image analysis,distributed computer systems,imaging systems,parallel architectures,computer systems,image reconstruction,machine learning,computer imaging and vision,distributed systems,computer science,image processing,parallel algorithms,parallel processing systems,graphics processing unit,computer programming,artificial intelligence;0.0,0.0,0.0,0.0,0.0,0.0
General,Natural Language Processing;https://github.com/AssafSinger94/sigmorphon-2020-inflection;computer programming,high level languages,information management,virtualizations,network architecture,internet,telecommunication networks,network management,distributed computer systems,scripting languages,telecommunication systems,computer systems,cloud computing,database systems,network virtualization,computer networks,virtual machines,peer-to-peer,virtual networks,distributed systems,resource discovery,computer science,information technology,parallel processing systems,grid computing;0.0,0.0,0.0,0.0,0.0,0.0
General,Computer Vision;https://github.com/sarus-tech/tf2-published-models;information retrieval,quantization,signal processing,image analysis,visualization,privacy,recommender systems,image compression,engineering,image reconstruction,personal information,computer imaging and vision,human computer interaction,education,computer science,image processing,image coding,computer security,image quality;0.0,0.0,0.0,0.0,0.0,0.0
General,Computer Vision;https://github.com/AD2605/Action-Recognition;artificial intelligence,education,computer vision,computer science,image coding,image processing,gesture recognition,computer imaging and vision,visualization,motion estimation,machine learning,human computer interaction,multimedia systems,pattern recognition,internet,video streaming;0.0,1.0,0.0,0.0,0.0,0.0
General,Computer Vision;https://github.com/ikigai-aa/Face-Mask-Detector-using-MobileNetV2;image analysis,artificial intelligence,education,face recognition,computer science,image processing,image reconstruction,classification methods,imaging systems,machine learning,human computer interaction,computer systems,pattern recognition,computer imaging and vision;0.0,0.0,0.0,0.0,0.0,0.0
