Label;Repo
Computer Vision;https://github.com/asprenger/keras_fc_densenet
Computer Vision;https://github.com/m1234d/build18
General;https://github.com/khanrc/pt.darts
Computer Vision;https://github.com/perslev/MultiPlanarUNet
Computer Vision;https://github.com/mehdidc/hybrid-keras
Computer Vision;https://github.com/ccie29441/Yolo-v4-and-Yolo-v3-v2-for-Windows-and-Linux
Natural Language Processing;https://github.com/facebookresearch/MLQA
Computer Vision;https://github.com/WeiYangze/hibernate-demo
General;https://github.com/WeiYangze/hibernate-demo
Natural Language Processing;https://github.com/simonjisu/NMT
Graphs;https://github.com/google-research/google-research
Computer Vision;https://github.com/lyffly/Segmentation_with_my_dataset
General;https://github.com/Data-drone/attention_augmented_cnn
Graphs;https://github.com/divelab/lgcn
Computer Vision;https://github.com/5yearsKim/Conditional-Normalizing-Flow
General;https://github.com/5yearsKim/Conditional-Normalizing-Flow
Reinforcement Learning;https://github.com/IvanVigor/MADDPG-Unity
Computer Vision;https://github.com/podgorskiy/StyleGan
Computer Vision;https://github.com/vaisakh-shaj/DeepLearning
General;https://github.com/happynear/AMSoftmax
Computer Vision;https://github.com/udacity/MLND-CN-Capstone-TGSImage
General;https://github.com/dblN/stochastic_depth_keras
Computer Vision;https://github.com/xamyzhao/brainstorm
General;https://github.com/vantupham/darknet
Computer Vision;https://github.com/Stick-To/SSD-tensorflow
Reinforcement Learning;https://github.com/hill-a/stable-baselines
Computer Vision;https://github.com/hhk7734/tensorflow-yolov4
Natural Language Processing;https://github.com/rohith2506/word_embeddings
General;https://github.com/mr-bulb/DL_basic_github
General;https://github.com/MarkHershey/arxiv-dl
Computer Vision;https://github.com/MarkHershey/arxiv-dl
Computer Vision;https://github.com/yhenon/pytorch-retinanet
General;https://github.com/yhenon/pytorch-retinanet
Sequential;https://github.com/W4ngatang/qags
General;https://github.com/nikhilbarhate99/TD3-PyTorch-BipedalWalker-v2
Reinforcement Learning;https://github.com/nikhilbarhate99/TD3-PyTorch-BipedalWalker-v2
Reinforcement Learning;https://github.com/Gouet/Acrobot-PPO
Computer Vision;https://github.com/jndeng/DACSDC-DeepZ
General;https://github.com/jndeng/DACSDC-DeepZ
Reinforcement Learning;https://github.com/wmol4/Pytorch_DDQN_Unity_Navigation
Computer Vision;https://github.com/manideep2510/eye-in-the-sky
Reinforcement Learning;https://github.com/1jsingh/rl_navigation
Computer Vision;https://github.com/nolanliou/PeopleSegmentationDemo
General;https://github.com/nolanliou/PeopleSegmentationDemo
Computer Vision;https://github.com/raycad/object-detection
Reinforcement Learning;https://github.com/intenseG/BSK
General;https://github.com/lucidrains/slot-attention
General;https://github.com/wangbinglin1995/tianchi
Computer Vision;https://github.com/wangbinglin1995/tianchi
General;https://github.com/nachiketaa/bert
Natural Language Processing;https://github.com/nachiketaa/bert
Computer Vision;https://github.com/sdoria/SimpleSelfAttention
General;https://github.com/sdoria/SimpleSelfAttention
Computer Vision;https://github.com/Hwang64/PSIS
General;https://github.com/bsvineethiitg/adams
Computer Vision;https://github.com/kbpi314/iclust
Computer Vision;https://github.com/Vious/LBAM_Pytorch
General;https://github.com/Vious/LBAM_Pytorch
Computer Vision;https://github.com/fdasilva59/Pix2Pix-Kubeflow-Demo
General;https://github.com/fdasilva59/Pix2Pix-Kubeflow-Demo
General;https://github.com/abcp4/MyDarts
Reinforcement Learning;https://github.com/neka-nat/distributed_rl
Computer Vision;https://github.com/chaoqichen/HTCN
General;https://github.com/hill-a/stable-baselines
Graphs;https://github.com/tkipf/relational-gcn
General;https://github.com/lukexyz/Language-Models
Natural Language Processing;https://github.com/lukexyz/Language-Models
Computer Vision;https://github.com/SGNovice/Disease-detection-using-chest-xrays
General;https://github.com/jolibrain/caffe
General;https://github.com/alsoj/Recommenders-movielens
Computer Vision;https://github.com/sidneykingsley/fyp
General;https://github.com/sidneykingsley/fyp
General;https://github.com/huggingface/transformers
Computer Vision;https://github.com/daxiapazi/faster-rcnn
Computer Vision;https://github.com/2anchao/VovJpu
Computer Vision;https://github.com/zsef123/MixNet-PyTorch
Computer Vision;https://github.com/yrouphail/yolo-independent
Computer Vision;https://github.com/lincaiming/py-faster-rcnn-update
Graphs;https://github.com/entslscheia/GGNN_Reasoning
Computer Vision;https://github.com/FlorinAndrei/TensorAim
General;https://github.com/insigh/THUMT
General;https://github.com/af-ai-center/bert
Natural Language Processing;https://github.com/af-ai-center/bert
Computer Vision;https://github.com/savageyusuff/MobilePose-Pi
General;https://github.com/pukkapies/urop2019
General;https://github.com/enhuiz/transformer-pytorch
Natural Language Processing;https://github.com/enhuiz/transformer-pytorch
General;https://github.com/rwightman/efficientnet-jax
Computer Vision;https://github.com/rwightman/efficientnet-jax
Computer Vision;https://github.com/clemkoa/u-net
Computer Vision;https://github.com/kaamka/cars-classification-deep-learning
General;https://github.com/StillKeepTry/Transformer-PyTorch
Natural Language Processing;https://github.com/StillKeepTry/Transformer-PyTorch
Computer Vision;https://github.com/nahliabdelwahed/Face-Image-Deblurring
General;https://github.com/nahliabdelwahed/Face-Image-Deblurring
Computer Vision;https://github.com/kakaobrain/fast-autoaugment
General;https://github.com/MoritzTaylor/maml-rl-tf2
General;https://github.com/Confusezius/selfsupervised_learning
General;https://github.com/mboudiaf/Mutual-Information-Variational-Bounds
Natural Language Processing;https://github.com/jialinwu17/tmpimgs
Natural Language Processing;https://github.com/MariBax/Paraphrase-Identification
Computer Vision;https://github.com/vov-net/VoVNet-FCOS
Graphs;https://github.com/chalothon/Graph-Convolutional-Networks-for-Relational-Link-Prediction
Computer Vision;https://github.com/Code-Fight/darknet_study
Sequential;https://github.com/mits58/Pointer-Networks
Natural Language Processing;https://github.com/ltgoslo/assessing_and_probing_sentiment
General;https://github.com/yurayli/stanford-cs224n-sol
Computer Vision;https://github.com/4uiiurz1/pytorch-nested-unet
Computer Vision;https://github.com/DeNA/PyTorch_YOLOv3
Natural Language Processing;https://github.com/mits58/Pointer-Networks
Computer Vision;https://github.com/tuanzhangCS/octconv_resnet
Computer Vision;https://github.com/jolibrain/caffe
Computer Vision;https://github.com/GOD-GOD-Autonomous-Vehicle/self-pointnet
Computer Vision;https://github.com/stephenharris/yolo-walkthrough
Reinforcement Learning;https://github.com/filippogiruzzi/semantic_segmentation
Computer Vision;https://github.com/filippogiruzzi/semantic_segmentation
General;https://github.com/d-li14/mobilenetv3.pytorch
Computer Vision;https://github.com/d-li14/mobilenetv3.pytorch
General;https://github.com/jonbarron/robust_loss_pytorch
Computer Vision;https://github.com/google-research/google-research
General;https://github.com/google-research/google-research
General;https://github.com/mike-a-yen/date-translation
Reinforcement Learning;https://github.com/wangyy161/DDPG_CNN_Pendulum_practice
Computer Vision;https://github.com/egeonat/MS-CornerNet
Computer Vision;https://github.com/CarpdiemLiang/style_transfer
General;https://github.com/CarpdiemLiang/style_transfer
Computer Vision;https://github.com/gtegner/mine-pytorch
Computer Vision;https://github.com/usnistgov/semantic-segmentation-unet
Computer Vision;https://github.com/catalyst-team/gan
Natural Language Processing;https://github.com/pytorch/fairseq
General;https://github.com/chizhu/BDC2019
Sequential;https://github.com/pytorch/fairseq
Computer Vision;https://github.com/yanx27/PointASNL
Computer Vision;https://github.com/Brainkite/Sketch_Augmented
General;https://github.com/Brainkite/Sketch_Augmented
Computer Vision;https://github.com/lukewenMX/RCNN_simple_detection
Computer Vision;https://github.com/facebookresearch/detectron2
General;https://github.com/brightmart/bert_customized
Natural Language Processing;https://github.com/brightmart/bert_customized
General;https://github.com/BIYTC/mobilenet_maskrcnn
Computer Vision;https://github.com/BIYTC/mobilenet_maskrcnn
Computer Vision;https://github.com/RuoyuGuo/Visualising-Image-Classification-Models-and-Saliency-Maps
Natural Language Processing;https://github.com/Sage-Bionetworks/PythonEmbedInR
Computer Vision;https://github.com/feizc/Object-Detection-Pytorch
Computer Vision;https://github.com/marload/ConvNets-TensorFlow2
General;https://github.com/Zehui127/SQUAD_BERT
Natural Language Processing;https://github.com/Zehui127/SQUAD_BERT
General;https://github.com/marload/ConvNets-TensorFlow2
Computer Vision;https://github.com/GXU-GMU-MICCAI/PGAN-Paddle
Reinforcement Learning;https://github.com/jfpettit/flare
Computer Vision;https://github.com/fbcotter/scatnet_learn
Natural Language Processing;https://github.com/google-research/google-research
General;https://github.com/rahulmadanahalli/manifold_mixup
General;https://github.com/catalyst-team/gan
Natural Language Processing;https://github.com/duanchi1230/NLP_Project_AI2_Reasoning_Challenge
General;https://github.com/TooTouch/WhiteBox-Part2
Computer Vision;https://github.com/curto2/c
General;https://github.com/lucidrains/linear-attention-transformer
Audio;https://github.com/adrienchaton/BERGAN
Computer Vision;https://github.com/gjp1203/LIV360SV
General;https://github.com/adrienchaton/BERGAN
Natural Language Processing;https://github.com/JunnYu/paddle-mpnet
Computer Vision;https://github.com/hunnurjirao/DCGAN
General;https://github.com/s9891326/Fine-Tuning-BERT
Natural Language Processing;https://github.com/s9891326/Fine-Tuning-BERT
Reinforcement Learning;https://github.com/roop-pal/Meta-Learning-for-StarCraft-II-Minigames
General;https://github.com/roop-pal/Meta-Learning-for-StarCraft-II-Minigames
Computer Vision;https://github.com/KMnP/fashionpedia-api
Computer Vision;https://github.com/Manugoyal12345/Yet-Another-EfficientDet-Pytorch
General;https://github.com/amirgholami/adahessian
General;https://github.com/implus/PytorchInsight
Computer Vision;https://github.com/implus/PytorchInsight
General;https://github.com/yil479/yelp_review
Natural Language Processing;https://github.com/sdadas/polish-roberta
Computer Vision;https://github.com/CaoShuning/MIXUP
Computer Vision;https://github.com/chandra411/Product-Detection
General;https://github.com/AssafSinger94/sigmorphon-2020-inflection
Natural Language Processing;https://github.com/AssafSinger94/sigmorphon-2020-inflection
Graphs;https://github.com/INK-USC/MHGRN
Reinforcement Learning;https://github.com/samuelmat19/DDPG-tf2
Computer Vision;https://github.com/sarus-tech/tf2-published-models
General;https://github.com/sarus-tech/tf2-published-models
Computer Vision;https://github.com/TheClub4/car-detection-yolov2
Computer Vision;https://github.com/AD2605/Action-Recognition
General;https://github.com/AD2605/Action-Recognition
Computer Vision;https://github.com/ikigai-aa/Face-Mask-Detector-using-MobileNetV2
General;https://github.com/ikigai-aa/Face-Mask-Detector-using-MobileNetV2
Natural Language Processing;https://github.com/huawei-noah/Pretrained-Language-Model
General;https://github.com/chao-ji/tf-seq2seq
General;https://github.com/pytorch/fairseq
General;https://github.com/serre-lab/prj_selfsup
General;https://github.com/RuiLiFeng/LAE
Computer Vision;https://github.com/RuiLiFeng/LAE
General;https://github.com/Gjiangtao/A-Deep-Supervised-Edge-Optimization-Algorithm-for-Salt-Body-Segmentation
General;https://github.com/kuangliu/pytorch-cifar
General;https://github.com/jindongwang/transferlearning
Reinforcement Learning;https://github.com/google-research/google-research
General;https://github.com/ays-dev/keras-transformer
Natural Language Processing;https://github.com/ays-dev/keras-transformer
Computer Vision;https://github.com/Andrew-Qibin/SPNet
Computer Vision;https://github.com/ASMIftekhar/VSGNet
General;https://github.com/cchen-cc/SIFA
Computer Vision;https://github.com/google-research/augmix
Computer Vision;https://github.com/facebookresearch/ResNeXt
General;https://github.com/facebookresearch/video-nonlocal-net
Computer Vision;https://github.com/facebookresearch/video-nonlocal-net
General;https://github.com/cmhungsteve/SSTDA
General;https://github.com/santi-pdp/pase
Computer Vision;https://github.com/uoguelph-mlrg/Cutout
Computer Vision;https://github.com/vacancy/PreciseRoIPooling
Computer Vision;https://github.com/ElectronicBabylonianLiterature/cuneiform-sign-detection
General;https://github.com/zhirongw/lemniscate.pytorch
Audio;https://github.com/bfs18/tacotron2
Computer Vision;https://github.com/Zakobian/CT_framework_
General;https://github.com/sivaole/Face_Detection
Computer Vision;https://github.com/sivaole/Face_Detection
Graphs;https://github.com/taishan1994/pytorch_gat
Computer Vision;https://github.com/tkhhhh/yolov3-master
Computer Vision;https://github.com/Demonhesusheng/darknet_v2
Computer Vision;https://github.com/tigerofmurder/tf-faster-rcnn
Computer Vision;https://github.com/gakkifan2020/YoloV3_From_calmisential_workspace
Computer Vision;https://github.com/SeventhBlue/trainDarknet-yolov3
General;https://github.com/Rohed/ml-1
Computer Vision;https://github.com/Rohed/ml-1
Computer Vision;https://github.com/Our4514/CAGFUZZ
General;https://github.com/Our4514/CAGFUZZ
Natural Language Processing;https://github.com/dzqjorking/transpose
General;https://github.com/dzqjorking/transpose
Computer Vision;https://github.com/imad08/Repvgg_pytorch
Computer Vision;https://github.com/Hardly-Human/Yolo-Object-Detector
General;https://github.com/sandeepnair2812/Deep-Learning-Based-Search-and-Recommendation-System
Computer Vision;https://github.com/thanhtran98/yolov3_jetbot
Computer Vision;https://github.com/GoldenCorgi/Trash-Recognition
Computer Vision;https://github.com/nidolow/image-classification
Computer Vision;https://github.com/Lmath11/darknet
General;https://github.com/Lmath11/darknet
Computer Vision;https://github.com/clasikman/darknet
Computer Vision;https://github.com/symetra17/yolov4_train
Computer Vision;https://github.com/JacobM184/EfficientNet-for-Gun-detection
General;https://github.com/JacobM184/EfficientNet-for-Gun-detection
Computer Vision;https://github.com/FlorentijnD/FairMOT
General;https://github.com/Kate589/gan
Computer Vision;https://github.com/Kate589/gan
Computer Vision;https://github.com/alexeyhorkin/ProGAN-PyTorch
Computer Vision;https://github.com/SACHIN92012/Implementation-of-GAN-in-distributed-networks
General;https://github.com/DeligientSloth/bert-tensorflow
Natural Language Processing;https://github.com/DeligientSloth/bert-tensorflow
Computer Vision;https://github.com/harsh2011/Yolov3-Detector
Computer Vision;https://github.com/ankitsinghsuraj/mot20
Natural Language Processing;https://github.com/chandu7077/mybert
General;https://github.com/chandu7077/mybert
Natural Language Processing;https://github.com/halo090770/bert
General;https://github.com/halo090770/bert
General;https://github.com/monishramadoss/SRGAN
Computer Vision;https://github.com/monishramadoss/SRGAN
Computer Vision;https://github.com/jokfun/FakePaint
Computer Vision;https://github.com/hirohiro23/Darknet
Sequential;https://github.com/kafura-kafiri/tf2-elmo
Natural Language Processing;https://github.com/kafura-kafiri/tf2-elmo
Graphs;https://github.com/ChengSashankh/gcn-graph-classification
Computer Vision;https://github.com/Yangget/Mixup_All-use
Natural Language Processing;https://github.com/KAGUYAHONGLAI/SRC
General;https://github.com/ART-Group-it/KERMIT
Computer Vision;https://github.com/kiruthick101/darknet
Computer Vision;https://github.com/vaibhavtmnit/Theano-Projects
Computer Vision;https://github.com/waynecoffee9/Traffic-Sign-Classifier
General;https://github.com/waynecoffee9/Traffic-Sign-Classifier
Computer Vision;https://github.com/jiajunhua/tkarras-progressive_growing_of_gans
Reinforcement Learning;https://github.com/vsquareg/RL_ERA
General;https://github.com/liuqiangict/lamb_optimizer
Computer Vision;https://github.com/jianmingwuhasco/yolov3
Computer Vision;https://github.com/mqjinwon/tracking_darknet
General;https://github.com/mqjinwon/tracking_darknet
General;https://github.com/KarimDahawy/CapStone-Project
Computer Vision;https://github.com/KarimDahawy/CapStone-Project
General;https://github.com/HemaDevaSagar35/NeuralMachineTranslation-French2English
Computer Vision;https://github.com/gagan16/DcGan-Tensorflow
Computer Vision;https://github.com/leon-liangwu/py-caffe-yolo
General;https://github.com/Talgin/facerec
Computer Vision;https://github.com/abcxs/maskrcnn-contest
General;https://github.com/abcxs/maskrcnn-contest
Reinforcement Learning;https://github.com/SintolRTOS/multi-agent_Example
Computer Vision;https://github.com/iamkucuk/DCGAN-Face-Generation
Natural Language Processing;https://github.com/liuqiangict/lamb_optimizer
Computer Vision;https://github.com/filipmu/Kaggle-APTOS-2019-Blindness
Computer Vision;https://github.com/azy64/Deep-Learning
General;https://github.com/lkeonwoo94/DL_cv-mdt_NVIDIA_Cert_Course_StudyPI
Computer Vision;https://github.com/lkeonwoo94/DL_cv-mdt_NVIDIA_Cert_Course_StudyPI
Computer Vision;https://github.com/vwegn/dm
Computer Vision;https://github.com/P4ppenheimer/NormalizingFlows_rnvp
Computer Vision;https://github.com/darkreapyre/HaaS-GitOps
General;https://github.com/text-machine-lab/transformerpy
Natural Language Processing;https://github.com/text-machine-lab/transformerpy
General;https://github.com/MinghaoYan/COMP480FinalProject
Natural Language Processing;https://github.com/MinghaoYan/COMP480FinalProject
Computer Vision;https://github.com/hieubkset/ssd_ship_detection
General;https://github.com/facebookresearch/detectron2
Computer Vision;https://github.com/Smiler-Jin/Yolov4
Graphs;https://github.com/tanya525625/LightGCN-PyTorch
Computer Vision;https://github.com/mayanks888/yolo_custom
Computer Vision;https://github.com/thepooons/melanoma-comp-2020
Natural Language Processing;https://github.com/broccolik/BERT-NER
Computer Vision;https://github.com/amirdy/dog-breed-classification
Computer Vision;https://github.com/victordibia/handtracking
Computer Vision;https://github.com/pokurin123/pix2pix_try
General;https://github.com/pokurin123/pix2pix_try
General;https://github.com/aredier/monte_carlo_dropout
Computer Vision;https://github.com/georgeretsi/SparsityLoss
General;https://github.com/SuperKam91/bnn
Natural Language Processing;https://github.com/HazyResearch/hgcn
Computer Vision;https://github.com/tianhai123/pix2pix
General;https://github.com/tianhai123/pix2pix
Sequential;https://github.com/huggingface/transformers
Audio;https://github.com/huggingface/transformers
General;https://github.com/MayarLotfy/bayesianNN
General;https://github.com/wkhademi/ImageEnhancement
Computer Vision;https://github.com/wkhademi/ImageEnhancement
General;https://github.com/arrival-ltd/catalyst-rl-tutorial
Reinforcement Learning;https://github.com/arrival-ltd/catalyst-rl-tutorial
General;https://github.com/juntang-zhuang/Adabelief-Optimizer
General;https://github.com/scrayish/ML_NLP
Natural Language Processing;https://github.com/scrayish/ML_NLP
Computer Vision;https://github.com/6-dl/darknet_wpb
Computer Vision;https://github.com/leehomyc/mixup_pytorch
Computer Vision;https://github.com/maxfrei750/FibeR-CNN
Computer Vision;https://github.com/AcramBousa/darknet
Natural Language Processing;https://github.com/MLH-Fellowship/Social-BERTerfly
Natural Language Processing;https://github.com/Tencent/TurboTransformers
General;https://github.com/abhimangalms/PlantDoctor
Computer Vision;https://github.com/abhimangalms/PlantDoctor
Audio;https://github.com/Broccaloo/Jukebox_mod
General;https://github.com/rishikksh20/CrossViT-pytorch
Computer Vision;https://github.com/rishikksh20/CrossViT-pytorch
Computer Vision;https://github.com/mit-han-lab/amc
General;https://github.com/mit-han-lab/amc
General;https://github.com/johngear/eecs504
Computer Vision;https://github.com/johngear/eecs504
General;https://github.com/dmizr/phuber
Computer Vision;https://github.com/dmizr/phuber
Computer Vision;https://github.com/lukemelas/EfficientNet-PyTorch
Computer Vision;https://github.com/UdbhavPrasad072300/Transformer-Implementations
Sequential;https://github.com/google/lyra
General;https://github.com/danleiQ/Mechanisms-of-Action-Classification
Computer Vision;https://github.com/Prateek93a/DoodleAI
Computer Vision;https://github.com/paperswithcode/model-index
General;https://github.com/JeongHyunJin/Jeong2020_SolarFarsideMagnetograms
Computer Vision;https://github.com/JeongHyunJin/Jeong2020_SolarFarsideMagnetograms
General;https://github.com/facebookresearch/madgrad
General;https://github.com/akashe/Python-Code-Generation
Natural Language Processing;https://github.com/akashe/Python-Code-Generation
Natural Language Processing;https://github.com/nyu-dl/dl4mt-cdec
General;https://github.com/BaguaSys/bagua
Computer Vision;https://github.com/soumith/imagenet-multiGPU.torch
Computer Vision;https://github.com/davide-coccomini/TimeSformer-Video-Classification
Computer Vision;https://github.com/G0rav/Automatic_Background_Removal
Computer Vision;https://github.com/genforce/interfacegan
Computer Vision;https://github.com/galprz/brain-tumor-segmentation
Sequential;https://github.com/hadi-abdine/FrenchWordEmbeddingsDemo
Natural Language Processing;https://github.com/Ki6an/fastT5
Computer Vision;https://github.com/Thanusan19/Vision_Transformer
General;https://github.com/mrdbourke/tensorflow-deep-learning
Natural Language Processing;https://github.com/mrdbourke/tensorflow-deep-learning
Computer Vision;https://github.com/universome/alis
Reinforcement Learning;https://github.com/GT-RIPL/robo-vln
Computer Vision;https://github.com/huggingface/transformers
Computer Vision;https://github.com/zhoudaquan/Refiner_ViT
General;https://github.com/ratschlab/ncl
Computer Vision;https://github.com/mauriceweiler/MobiusCNNs
Computer Vision;https://github.com/Qengineering/YoloV2-ncnn-Raspberry-Pi-4
General;https://github.com/SaeedShurrab/Simple-BYOL
Computer Vision;https://github.com/sulasen/race-events-recognition-1
General;https://github.com/sulasen/race-events-recognition-1
Computer Vision;https://github.com/AutodeskAILab/BRepNet
Natural Language Processing;https://github.com/insigh/THUMT
Computer Vision;https://github.com/david8862/keras-YOLOv3-model-set
Computer Vision;https://github.com/isl-org/DPT
Computer Vision;https://github.com/stevensmiley1989/MoNuSAC_Grand_Challenge_S4xUNet
Computer Vision;https://github.com/FenHua/Robust_Logo_Detection
General;https://github.com/RajdeepBiswas/Manufacturing-Quality-Inspection
Computer Vision;https://github.com/RajdeepBiswas/Manufacturing-Quality-Inspection
General;https://github.com/huawei-noah/Pretrained-Language-Model
Computer Vision;https://github.com/uzielroy/CUT
General;https://github.com/uzielroy/CUT
Reinforcement Learning;https://github.com/saikrishna-1996/deep_pepper_chess
Reinforcement Learning;https://github.com/openai/baselines
General;https://github.com/UdbhavPrasad072300/Transformer-Implementations
Natural Language Processing;https://github.com/UdbhavPrasad072300/Transformer-Implementations
Reinforcement Learning;https://github.com/ianlimle/ItsMeMario
Computer Vision;https://github.com/Jittor/JDet
General;https://github.com/Jittor/JDet
General;https://github.com/TalFurman/Implict_neural_representation_of_images
Audio;https://github.com/pytorch/fairseq
General;https://github.com/SwordYork/DCNMT
General;https://github.com/ofirpress/attention_with_linear_biases
General;https://github.com/Bhavnicksm/vanilla-transformer-jax
Natural Language Processing;https://github.com/Bhavnicksm/vanilla-transformer-jax
General;https://github.com/andrewlstewart/StereoNet_PyTorch
Computer Vision;https://github.com/PointsCoder/VOTR
General;https://github.com/PointsCoder/VOTR
Computer Vision;https://github.com/darrishabh/coviprox
General;https://github.com/surajkarki66/Generative-Model-Deep-Learning
Computer Vision;https://github.com/adityarajsahu/UNet-Implementation
General;https://github.com/iArunava/ResNet
Computer Vision;https://github.com/iArunava/ResNet
Reinforcement Learning;https://github.com/sc2crazy/StarCrackRL
General;https://github.com/yumoh/speech-keras
Natural Language Processing;https://github.com/yumoh/speech-keras
Computer Vision;https://github.com/Aruie/Aru_StyleGAN
Computer Vision;https://github.com/susomena/DeepSlowMotion
General;https://github.com/rdspring1/PyTorch_GBW_LM
General;https://github.com/pengshuyuan/Bert
Natural Language Processing;https://github.com/pengshuyuan/Bert
Computer Vision;https://github.com/benjaminjellis/Objax-RepVGG
Reinforcement Learning;https://github.com/fantianwen/leela13_training
Computer Vision;https://github.com/feidfoe/AdjustBnd4Imbalance
General;https://github.com/feidfoe/AdjustBnd4Imbalance
Natural Language Processing;https://github.com/anupamsingh610/bert_ner_stride
Computer Vision;https://github.com/Legend94rz/spatial-transformer
Computer Vision;https://github.com/Res2Net/Res2Net-PoolNet
Computer Vision;https://github.com/amirmohammadii/SSD-object-detection
Natural Language Processing;https://github.com/google-research/bert
Graphs;https://github.com/HazyResearch/hgcn
Computer Vision;https://github.com/Britefury/cutmix-semisup-seg
Computer Vision;https://github.com/surajkarki66/Generative-Model-Deep-Learning
Natural Language Processing;https://github.com/AaruranLog/Analogies
Natural Language Processing;https://github.com/FengJiaChunFromSYSU/fastText
Natural Language Processing;https://github.com/RenXiangyuan/tf_bert
General;https://github.com/RenXiangyuan/tf_bert
Natural Language Processing;https://github.com/crx934080895/Bert-CRF_New2
General;https://github.com/epfl-ml-reproducers/subspace-attack-reproduction
Computer Vision;https://github.com/Pepitaw/darknet
Natural Language Processing;https://github.com/LeoLaugier/conditional-auto-encoder-text-to-text-transfer-transformer
General;https://github.com/hiun/learning-transformers
Natural Language Processing;https://github.com/hiun/learning-transformers
Computer Vision;https://github.com/DequanWang/tent
Reinforcement Learning;https://github.com/ikostrikov/implicit_q_learning
Natural Language Processing;https://github.com/airsplay/vimpac
Computer Vision;https://github.com/DingXiaoH/ResRep
Computer Vision;https://github.com/media2x/rife-ncnn-vulkan-python
